الكلية,الدرجة,النوع,المجال
فنون جميلة (فنون) المنصورة,401.79328,جامعة,فنون جميلة
فنون جميلة (عمارة) المنيا,401.74335,جامعة,فنون جميلة
علوم دمنهور,401.74087,جامعة,علوم
مركز التكنولوجيا المتميز بوزارة الصناعة والتجارة الخارجية,401.73167,جامعة,تكنولوجيا
تكنولوجيا الادارة ونظم المعلومات بور سعيد,401.671,جامعة,تكنولوجيا
تربية الإسكندرية,401.66334,جامعة,تربية
علوم بنات عين شمس,401.60259,جامعة,علوم
علوم بني سويف,401.595,جامعة,علوم
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,401.42037,جامعة,هندسة
علوم الزقازيق,401.23012,جامعة,علوم
علوم طنطا,401.21661,جامعة,علوم
علوم بنها,401.04928,جامعة,علوم
علوم حلوان,401.04834,جامعة,علوم
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,401.01344,جامعة,هندسة
التعليم الصناعي حلوان,401.00993,جامعة,صناعة
علوم المنصورة,400.49013,جامعة,علوم
علوم دمياط,400.47012,جامعة,علوم
الاعاقة والتأهيل الزقازيق,400.26608,جامعة,الإعاقة والتأهيل
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,400.1708,معهد,تكنولوجيا
علوم عين شمس,399.97967,جامعة,علوم
المعهد العالى للهندسة بالمنيا,399.95668,معهد,هندسة
علوم قناة السويس بالإسماعيلية,399.75,جامعة,علوم
تمريض طنطا,399.75,جامعة,تمريض
علوم أسوان,399.68926,جامعة,علوم
علوم بور سعيد,399.67787,جامعة,علوم
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,399.65056,معهد,هندسة
علوم المنوفية بشبين الكوم,399.575,جامعة,علوم
علوم أسيوط,399.2686,جامعة,علوم
علوم العريش,399.2299,جامعة,علوم
علوم السويس,399.12551,جامعة,علوم
المعهد العالي للهندسة بمدينة 15 مايو,399.07806,معهد,هندسة
عالى هندسة وتكنولوجيا بسوهاج,399.03505,جامعة,هندسة
التعليم الصناعي السويس,399.01082,جامعة,صناعة
علوم المنيا,398.01889,جامعة,علوم
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,397.71365,معهد,هندسة
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,397.7,جامعة,تكنولوجيا
علوم سوهاج,397.7,جامعة,علوم
علوم الوادي الجديد,397.54252,جامعة,علوم
علوم ثروة سمكية و مصايد كفر الشيخ,397.50201,جامعة,علوم
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,397.24787,معهد,هندسة
تمريض بور سعيد,397.19509,جامعة,تمريض
تربية (طفولة) حلوان رياض أطفال,397.09025,جامعة,تربية
آثار الزقازيق بصان الحجر,396.86481,جامعة,آثار
علوم جنوب الوادي,396.70486,جامعة,علوم
التعليم الصناعي بني سويف,396.50968,جامعة,صناعة
معهد عالي هندسة وتكنولوجيا كفر الشيخ,396.43313,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,395.94516,معهد,هندسة
تربية الفيوم,395.79221,جامعة,تربية
آثار القاهرة,395.65,جامعة,آثار
تمريض المنصورة,395.65,جامعة,تمريض
إعلام بني سويف,395.597,جامعة,إعلام
الاعاقة والتأهيل بني سويف,395.46193,جامعة,الإعاقة والتأهيل
تربية عين شمس,395.37163,جامعة,تربية
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,395.33352,معهد,هندسة
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,395.24,معهد,هندسة
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,395.17882,جامعة,هندسة
تمريض الإسكندرية,394.96667,جامعة,تمريض
تربية طنطا,394.929,جامعة,تربية
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب,394.66179,معهد,حاسبات ومعلومات
تمريض القاهرة,394.2058,جامعة,تمريض
آثار الفيوم,393.6,جامعة,آثار
تمريض عين شمس,393.395,جامعة,تمريض
آثار أسوان,393.32667,جامعة,آثار
آثار الأقصر,393.30396,جامعة,آثار
تكنولوجيا المصايد والاسماك أسوان,393.19,جامعة,تكنولوجيا
تمريض حلوان,393.13291,جامعة,تمريض
تربية المنصورة,392.83541,جامعة,تربية
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,392.78,معهد,هندسة
فنون جميلة (فنون) الإسكندرية,392.74109,جامعة,فنون جميلة
معهد عالي هندسه مدينه الشروق بمصروفات,392.51842,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,391.74839,معهد,هندسة
آثار دمياط,391.55,جامعة,آثار
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,391.55,معهد,هندسة
تربية بنات عين شمس,391.55,جامعة,تربية
تمريض دمنهور,391.55,جامعة,تمريض
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,391.51299,معهد,هندسة
فنون جميلة (فنون) المنيا,391.3891,جامعة,فنون جميلة
آثار و لغات مطروح,391.27667,جامعة,آثار
تربية نوعية الإسكندرية,390.97245,جامعة,تربية
مصر العالي هندسة وتكنولوجيا منصورة,390.62823,معهد,هندسة
إعلام جنوب الوادي,390.06637,جامعة,إعلام
تربية الزقازيق,390.02914,جامعة,تربية
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,389.63667,معهد,هندسة
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,389.24754,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,389.11788,معهد,هندسة
تربية حلوان,387.3656,جامعة,تربية
فنون جميلة (فنون) حلوان,387.03241,جامعة,فنون جميلة
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,386.20511,معهد,هندسة
تربية (تعليم ابتدائي) المنصورة,386.0991,جامعة,تربية
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات,386.015,معهد,تكنولوجيا
المجمع التكنولوجى المتكامل بالاميرية,385.98295,جامعة,تكنولوجيا
تمريض الزقازيق,385.85088,جامعة,تمريض
تربية كفر الشيخ,385.58098,جامعة,تربية
تربية (طفولة) عين شمس,385.09228,جامعة,تربية
المعهد الكندى العالى للهندسة 6 اكتوبر,384.92167,معهد,هندسة
تربية الوادي الجديد,384.64834,جامعة,تربية
معهد فني صحى المنصوره,384.51167,معهد,تمريض
تمريض المنيا,383.93295,جامعة,تمريض
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,383.51624,معهد,هندسة
معهد فني صحى طنطا,383.35,معهد,تمريض
تربية المنوفية بشبين الكوم,383.35,جامعة,تربية
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,383.23618,معهد,هندسة
تجارة القاهرة,382.98687,جامعة,تجارة
معهد فني صحى الزقازيق,382.42217,معهد,تمريض
تربية طفولة مبكرة الفيوم,382.2598,جامعة,تربية
تربية دمنهور,382.20373,جامعة,تربية
تربية بور سعيد,381.98334,جامعة,تربية
تمريض الفيوم,381.82381,جامعة,تمريض
تربية (تعليم ابتدائي) عين شمس,381.78235,جامعة,تربية
آثار سوهاج,381.69861,جامعة,آثار
تمريض بني سويف,381.505,جامعة,تمريض
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,381.3254,معهد,هندسة
سياحة وفنادق الإسكندرية,381.06295,جامعة,سياحة وفنادق
تمريض كفر الشيخ,380.20667,جامعة,تمريض
تربية (طفولة) الإسكندرية,379.81689,جامعة,تربية
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,379.79863,معهد,هندسة
معهد عالي فنون تطبيقيه 6 اكتوبر,379.58692,معهد,طب
معهد المنصورة العالى للهندسة والتكنولوجيا,379.51574,معهد,هندسة
سياحة وفنادق المنصورة,379.25,جامعة,سياحة وفنادق
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ,379.18217,معهد,تكنولوجيا
تربية نوعية المنصورة بميت غمر,378.86,جامعة,تربية
زراعة القاهرة,378.6569,جامعة,زراعة
العالي للغات بمصر جديده,376.78241,معهد,غير مصنف
المجمع التكنولوجي المتكامل بالسلام,376.36313,جامعة,تكنولوجيا
تربية (تعليم ابتدائي) الإسكندرية,376.175,جامعة,تربية
أقتصاد منزلى بنات عين شمس,376.12046,جامعة,غير مصنف
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,375.83334,معهد,هندسة
تربية (طفولة) طنطا,375.28667,جامعة,تربية
مصر العالي بالمنصورة تجارة وحاسبات ش إدارة ومحاسبة,374.59771,معهد,حاسبات ومعلومات
تربية رياضية بنات طنطا,374.44747,جامعة,تربية
تربية طفولة مبكرة بور سعيد,374.25313,جامعة,تربية
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,374.24597,معهد,هندسة
التكنولوجي العالي 10 رمضان إدارة أعمال,373.05137,معهد,تكنولوجيا
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,373.04042,جامعة,هندسة
تربية رياضية بنات المنوفية بشبين الكوم,372.895,جامعة,تربية
معهد عالي هندسه 6 اكتوبر بمصروفات,372.57097,معهد,هندسة
معهد عالي فنون تطبيقيه التجمع الخامس,372.45704,معهد,طب
زراعة الإسكندرية,372.07901,جامعة,زراعة
تجارة الإسكندرية,371.67128,جامعة,تجارة
تربية السويس,371.18667,جامعة,تربية
تربية (تعليم ابتدائي) حلوان,371.11834,جامعة,تربية
المعهد العالى للهندسة الالكترونية بلبيس,371.05,معهد,هندسة
تربية (تعليم ابتدائي) بنات عين شمس,371.04248,جامعة,تربية
تربية طفولة مبكرة المنصورة,370.23,جامعة,تربية
العالي للهندسة والتكنولوجيا التجمع الخامس,370.16167,معهد,هندسة
آثار جنوب الوادي,369.41,جامعة,آثار
تربية طفولة مبكرة الزقازيق,369.06468,جامعة,تربية
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,368.93167,معهد,هندسة
تمريض بنها,368.35251,جامعة,تمريض
زراعة عين شمس,368.01296,جامعة,زراعة
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,367.74722,معهد,هندسة
تربية (تعليم ابتدائي) طنطا,367.49477,جامعة,تربية
تربية (تعليم ابتدائي) الزقازيق,366.55323,جامعة,تربية
تربية نوعية القاهرة,365.39169,جامعة,تربية
معهد طيبة العالي للهندسه بالمعادى بمصروفات,365.12267,معهد,هندسة
معهد عالي كندي تكنولوجيا هندسة ت.خامس,365.105,معهد,هندسة
عالي هندسة بلبيس,364.29749,معهد,هندسة
تربية نوعية فنية الإسكندرية,364.22981,جامعة,تربية
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,364.05627,معهد,هندسة
معهد عالي هندسة وتكنولوجيا العريش,363.19167,معهد,هندسة
تربية بني سويف,363.18065,جامعة,تربية
تربية سوهاج,363.1283,جامعة,تربية
معهد عالي علوم الحاسب تجمع خامس بمصروفات,362.645,معهد,حاسبات ومعلومات
ثروة سمكية السويس,361.97568,جامعة,غير مصنف
تربية نوعية طنطا,361.7939,جامعة,تربية
معهد القناة العالى للهندسة بالسويس,361.73126,معهد,هندسة
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,360.25334,جامعة,هندسة
تربية (طفولة) كفر الشيخ,359.16,جامعة,تربية
معهد عالي تكنولوجيا بصريات مصر الجديدة بمصروفات.,358.40834,معهد,تكنولوجيا
العلوم الزراعية البيئية العريش,357.26945,جامعة,علوم
تربية قناة السويس بالإسماعيلية,356.04565,جامعة,تربية
معهد فني صحى بنها,355.23084,معهد,تمريض
آداب القاهرة,353.6312,جامعة,آداب
زراعة المنصورة,353.04088,جامعة,زراعة
تربية طفولة مبكرة أسيوط,352.22519,جامعة,تربية
تربية (تعليم ابتدائي) كفر الشيخ,351.89834,جامعة,تربية
سياحة وفنادق حلوان بالمنيل,351.74277,جامعة,سياحة وفنادق
معهد فني صحى بور سعيد,351.36934,معهد,تمريض
تربية طفولة مبكرة الإسكندرية,351.32488,جامعة,تربية
فنى تمريض كفر الشيخ,350.87217,جامعة,تمريض
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب,349.79834,جامعة,حاسبات ومعلومات
تربية المنيا,348.705,جامعة,تربية
تجارة بني سويف,348.5449,جامعة,تجارة
تجارة المنصورة,346.86,جامعة,تجارة
تربية (طفولة) دمياط رياض أطفال,344.46834,جامعة,تربية
تربية جنوب الوادي بالغردقة,344.44928,جامعة,تربية
تجارة سوهاج,343.92167,جامعة,تجارة
زراعة دمياط,343.68673,جامعة,زراعة
تربية بنها,343.44056,جامعة,تربية
تجارة كفر الشيخ,343.19212,جامعة,تجارة
تجارة عين شمس,342.59748,جامعة,تجارة
زراعة طنطا,341.25667,جامعة,زراعة
تربية (تعليم ابتدائي) الفيوم,341.22615,جامعة,تربية
تمريض قناة السويس بالإسماعيلية,340.92361,جامعة,تمريض
سياحة وفنادق المنيا,340.12288,جامعة,سياحة وفنادق
تربية طفولة مبكرة بني سويف,339.70484,جامعة,تربية
تمريض أسوان,339.08051,جامعة,تمريض
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,335.24334,معهد,هندسة
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,334.60556,جامعة,تكنولوجيا
تربية رياضية بنات بور سعيد,332.99322,جامعة,تربية
تربية نوعية الفيوم,332.51788,جامعة,تربية
تجارة الزقازيق,331.56333,جامعة,تجارة
سياحة وفنادق قناة السويس بالإسماعيلية,331.38308,جامعة,سياحة وفنادق
آداب الفيوم,331.32781,جامعة,آداب
تربية (تعليم ابتدائي) دمنهور,330.8051,جامعة,تربية
تربية أسوان,328.44007,جامعة,تربية
تربية نوعية بور سعيد,327.86334,جامعة,تربية
تربية نوعية فنية المنصورة,327.74375,جامعة,تربية
تربية طفولة مبكرة القاهرة,326.22808,جامعة,تربية
تربية (تعليم ابتدائي) العريش,325.52525,جامعة,تربية
حقوق المنيا,324.58334,جامعة,حقوق
تربية أسيوط,324.15208,جامعة,تربية
تربية (تعليم ابتدائي) المنوفية,323.9,جامعة,تربية
تربية طفولة مبكرة المنوفية,323.2128,جامعة,تربية
فنى تمريض المنصورة,322.0412,جامعة,تمريض
تربية نوعية عين شمس,321.645,جامعة,تربية
تجارة و إدارة أعمال حلوان,320.86318,جامعة,تجارة
زراعة و موارد طبيعية أسوان,319.82942,جامعة,طب
تربية دمياط,319.45834,جامعة,تربية
تجارة انتساب موجه المنصورة,318.34302,انتساب,تجارة
تمريض المنوفية بشبين الكوم,317.94127,جامعة,تمريض
فنى تمريض أورام القاهرة,317.92879,جامعة,تمريض
تربية (طفولة) دمنهور,315.2359,جامعة,تربية
أكاديمية باخباراليوم تكنولوجيا صحافة 6اكتوبر,313.86069,جامعة,تكنولوجيا
تجارة دمياط,311.10808,جامعة,تجارة
تربية نوعية المنصورة,307.05079,جامعة,تربية
آداب المنصورة,306.44689,جامعة,آداب
تمريض سوهاج,304.10238,جامعة,تمريض
تجارة طنطا,302.48984,جامعة,تجارة
تربية نوعية كفر الشيخ,301.21334,جامعة,تربية
آداب عين شمس,299.12544,جامعة,آداب
دار العلوم القاهرة,297.54195,جامعة,علوم
آداب حلوان,293.8326,جامعة,آداب
آداب الزقازيق,291.70471,جامعة,آداب
آداب طنطا,290.60174,جامعة,آداب
تربية العريش,290.06617,جامعة,تربية
فنى تمريض الزقازيق,285.03994,جامعة,تمريض
آداب بنات عين شمس,281.97874,جامعة,آداب
تجارة انتساب موجه القاهرة,279.59773,انتساب,تجارة
تربية نوعية المنصورة بمنية النصر,274.97334,جامعة,تربية
تربية طفولة مبكرة دمنهور,274.85258,جامعة,تربية
آداب الإسكندرية,271.54155,جامعة,آداب
الاستزراع المائي و المصايد البحرية العريش,269.84834,جامعة,غير مصنف
تربية نوعية الزقازيق,255.80481,جامعة,تربية
سياحة وفنادق الفيوم,250.1,جامعة,سياحة وفنادق
آداب انتساب موجه القاهرة,245.11167,انتساب,آداب
