الكلية,الدرجة,النوع,المجال
تمريض طنطا,398.481144,جامعة,تمريض
طب بيطري أسوان,397.7,جامعة,طب بيطري
ألسن الفيوم,397.7,جامعة,ألسن
علوم البترول والتعدين مطروح,397.7,جامعة,هندسة بترول
اقتصاد و علوم سياسية القاهرة,397.7,جامعة,علوم سياسية
علوم القاهرة,397.346275,جامعة,علوم
علوم البترول والتعدين مطروح - علوم,397.076626,جامعة,هندسة بترول
ألسن أسوان,395.65,جامعة,ألسن
طب بيطري مدينة السادات,395.65,جامعة,طب بيطري
طب بيطري المنيا,395.65,جامعة,طب بيطري
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,395.429592,معهد,هندسة
كلية تكنولوجيا الصناعة و الطاقة بالقاهرة جامعة مصر الدولية التكنولوجية,395.39375,جامعة,تكنولوجيا
الدراسات الاقتصادية و العلوم السياسة الإسكندرية,395.309338,جامعة,علوم سياسية
طب بيطري أسيوط,394.326042,جامعة,طب بيطري
المجمع التكنولوجي المتكامل بالسلام,393.6,جامعة,تكنولوجيا
ألسن الأقصر,393.6,جامعة,ألسن
فنون جميلة (عمارة) المنيا,393.508889,جامعة,فنون جميلة
ألسن بني سويف,393.19201,جامعة,ألسن
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,391.525882,معهد,هندسة
معهد عالي كندي تكنولوجيا هندسة ت.خامس,389.5,معهد,هندسة
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,389.5,جامعة,تكنولوجيا
فنون جميلة (فنون) حلوان,389.475882,جامعة,فنون جميلة
إعلام بني سويف,389.3975,جامعة,إعلام
ألسن المنيا,389.14058,جامعة,ألسن
ألسن جنوب الوادي فرع الغردقة,388.803603,جامعة,ألسن
طب بيطري قناة السويس بالإسماعيلية,388.799248,جامعة,طب بيطري
سياسة واقتصاد السويس,387.45,جامعة,علوم سياسية
ألسن سوهاج,387.45,جامعة,ألسن
طب بيطري بني سويف,387.128766,جامعة,طب بيطري
تمريض المنصورة,385.4,جامعة,تمريض
علوم بنات عين شمس,385.4,جامعة,علوم
سياسة واقتصاد بني سويف,385.021822,جامعة,علوم سياسية
آداب انتساب موجه القاهرة,384.759375,انتساب,آداب
طب بيطري العريش,379.25,جامعة,طب بيطري
إعلام وتكنولوجيا اتصال السويس,377.2,جامعة,تكنولوجيا
طب بيطري الوادي الجديد,377.2,جامعة,طب بيطري
المعهد التكنولوجي العالي بالسادس من أكتوبر,376.6875,معهد,تكنولوجيا
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,375.15,معهد,هندسة
طب بيطري مطروح,375.15,جامعة,طب بيطري
تمريض القاهرة,375.15,جامعة,تمريض
طب بيطري جنوب الوادي,374.975147,جامعة,طب بيطري
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,373.1,جامعة,تكنولوجيا
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,373.1,جامعة,تكنولوجيا
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,371.828464,جامعة,تكنولوجيا
الملاحة وتكنولوجيا الفضاء بني سويف,371.198056,جامعة,الملاحة والفضاء
الاعاقة والتأهيل الزقازيق,370.18143,جامعة,الإعاقة والتأهيل
تمريض بور سعيد,368.903529,جامعة,تمريض
تمريض دمياط,368.597704,جامعة,تمريض
تربية (طفولة) كفر الشيخ,368.316681,جامعة,تربية
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,366.829412,جامعة,تكنولوجيا
العالي للهندسة والتكنولوجيا التجمع الخامس,365.289567,معهد,هندسة
دار العلوم القاهرة,364.736201,جامعة,علوم
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,362.85,معهد,هندسة
المعهد الكندى العالى للهندسة 6 اكتوبر,361.088072,معهد,هندسة
علوم عين شمس,359.134208,جامعة,علوم
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة,358.621875,معهد,حاسبات ومعلومات
علوم التغذية حلوان,355.8321,جامعة,علوم
تمريض حلوان,354.625882,جامعة,تمريض
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,353.625,معهد,هندسة
تمريض عين شمس,353.496875,جامعة,تمريض
علوم المنصورة,353.151691,جامعة,علوم
تجارة انتساب موجه عين شمس,350.426732,انتساب,تجارة
فنون تطبيقية طنطا,350.194265,جامعة,طب
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,346.695196,معهد,هندسة
علوم حلوان,344.4,جامعة,علوم
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية علوم,339.394248,جامعة,تكنولوجيا
معهد عالي هندسه 6 اكتوبر بمصروفات,336.108554,معهد,هندسة
التكنولوجيا والتعليم الصناعي حلوان,334.642737,جامعة,تكنولوجيا
علوم كفر الشيخ,334.15,جامعة,علوم
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,333.955719,معهد,هندسة
تمريض الزقازيق,332.92201,جامعة,تمريض
معهد عالي هندسة وتكنولوجيا العريش,329.658758,معهد,هندسة
آداب انتساب موجه المنصورة,319.657974,انتساب,آداب
تمريض كفر الشيخ,317.683342,جامعة,تمريض
المدينةالعالي للإدارة والتكنولوجيا شبرامنت ش نظم معلومات إدارية,310.444698,معهد,تكنولوجيا
آداب انتساب موجه الفيوم,309.29174,انتساب,آداب
تجارة انتساب موجه المنصورة,305.798492,انتساب,تجارة
تمريض بنها,304.774371,جامعة,تمريض
حقوق انتساب موجه المنصورة,302.311356,انتساب,حقوق
علوم طنطا,300.493154,جامعة,علوم
فنون تطبيقية حلوان,294.484161,جامعة,طب
آداب انتساب موجه بنات عين شمس,287.419044,انتساب,آداب
تمريض الإسكندرية,264.670074,جامعة,تمريض
