الكلية,الدرجة,النوع,المجال
طب بيطري مدينة السادات,405.9,جامعة,طب بيطري
طب بيطري العريش,405.9,جامعة,طب بيطري
طب بيطري مطروح,405.9,جامعة,طب بيطري
طب بيطري جنوب الوادي,405.9,جامعة,طب بيطري
طب بيطري بني سويف,405.9,جامعة,طب بيطري
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,405.9,معهد,هندسة
تربية بور سعيد,405.9,جامعة,تربية
سياسة واقتصاد السويس,405.9,جامعة,علوم سياسية
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,405.9,جامعة,هندسة
طب بيطري المنيا,405.833871,جامعة,طب بيطري
طب بيطري الوادي الجديد,405.695,جامعة,طب بيطري
معهد طيبة العالي للهندسه بالمعادى بمصروفات,405.635484,معهد,هندسة
معهد عالي فنون تطبيقيه 6 اكتوبر,405.576316,معهد,طب
المعهد الكندى العالى للهندسة 6 اكتوبر,405.421666,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,405.370967,معهد,هندسة
علوم سوهاج,405.216666,جامعة,علوم
علوم دمنهور,404.974193,جامعة,علوم
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,404.738334,معهد,هندسة
ألسن قناة السويس بالإسماعيلية,404.396666,جامعة,ألسن
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,404.298438,معهد,تكنولوجيا
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,404.065789,معهد,حاسبات ومعلومات
ألسن عين شمس,404.062069,جامعة,ألسن
ألسن الفيوم رياضة,404.055,جامعة,ألسن
معهد المنصورة العالى للهندسة والتكنولوجيا,403.85,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,403.85,معهد,هندسة
ألسن الفيوم,403.85,جامعة,ألسن
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,403.85,معهد,تكنولوجيا
علوم الإسكندرية,403.85,جامعة,علوم
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,403.85,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,403.85,معهد,هندسة
علوم القاهرة,403.776786,جامعة,علوم
ألسن أسوان,403.7475,جامعة,ألسن
علوم الزقازيق,403.651613,جامعة,علوم
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,403.585484,معهد,هندسة
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,403.303334,معهد,هندسة
عالى هندسة وتكنولوجيا بسوهاج,403.098334,جامعة,هندسة
مصر العالي هندسة وتكنولوجيا منصورة,402.858065,معهد,هندسة
علوم كفر الشيخ,402.632813,جامعة,علوم
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,402.128,معهد,هندسة
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,401.8,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,401.8,معهد,هندسة
معهد عالي هندسه 6 اكتوبر بمصروفات,401.8,معهد,هندسة
علوم حلوان,401.8,جامعة,علوم
علوم المنصورة,401.8,جامعة,علوم
ألسن بني سويف,401.8,جامعة,ألسن
علوم طنطا,401.8,جامعة,علوم
علوم بنها,401.663334,جامعة,علوم
تربية (تعليم ابتدائي) دمياط,401.572222,جامعة,تربية
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,401.526666,معهد,حاسبات ومعلومات
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,401.469355,معهد,هندسة
علوم الفيوم,401.458335,جامعة,علوم
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,401.39,معهد,حاسبات ومعلومات
علوم عين شمس,401.39,جامعة,علوم
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,401.204839,معهد,هندسة
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,400.638334,معهد,هندسة
فنون جميلة (عمارة) حلوان,400.609677,جامعة,فنون جميلة
علوم بور سعيد,400.609677,جامعة,علوم
علوم المنوفية بشبين الكوم,400.555359,جامعة,علوم
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,400.477419,معهد,هندسة
معهد عالي هندسه مدينه الشروق بمصروفات,399.75,معهد,هندسة
آثار القاهرة,399.75,جامعة,آثار
علوم بني سويف,399.75,جامعة,علوم
معهد عالي هندسة وتكنولوجيا كفر الشيخ,399.75,معهد,هندسة
دار العلوم القاهرة,399.75,جامعة,علوم
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,399.75,معهد,هندسة
ألسن الأقصر,399.613334,جامعة,ألسن
علوم السويس,399.485484,جامعة,علوم
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,399.353226,جامعة,هندسة
معهد عالي كندي تكنولوجيا هندسة ت.خامس,399.022581,معهد,هندسة
حقوق الزقازيق,398.793334,جامعة,حقوق
ألسن المنيا,398.758065,جامعة,ألسن
ألسن جنوب الوادي فرع الغردقة,398.295161,جامعة,ألسن
المعهد العالى للهندسة وتكنولوجيا السيارات والطاقة بهليوبوليس الجديدة,397.905,معهد,هندسة
تجارة انتساب موجه كفر الشيخ,397.766129,انتساب,تجارة
المعهد العالى للهندسة الالكترونية بلبيس,397.7,معهد,هندسة
آثار دمياط,397.7,جامعة,آثار
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات رياضة,397.7,معهد,حاسبات ومعلومات
تجارة القاهرة,397.7,جامعة,تجارة
علوم قناة السويس بالإسماعيلية,397.153334,جامعة,علوم
علوم أسوان,397.085,جامعة,علوم
علوم العريش,396.88,جامعة,علوم
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,396.675,معهد,هندسة
معهد عالي علوم الحاسب تجمع خامس بمصروفات رياضة,395.914516,معهد,حاسبات ومعلومات
فنون تطبيقية بنها,395.869643,جامعة,طب
علوم دمياط,395.716129,جامعة,علوم
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,395.65,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بطنطا,395.65,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,395.583871,معهد,هندسة
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,395.38,معهد,هندسة
علوم أسيوط,395.265625,جامعة,علوم
علوم المنيا,392.938709,جامعة,علوم
علوم الوادي الجديد,392.872581,جامعة,علوم
العالي للهندسة والتكنولوجيا التجمع الخامس,392.83125,معهد,هندسة
علوم الارض بني سويف,392.575,جامعة,علوم
معهد فني صحى الزقازيق,391.55,معهد,تمريض
الاعاقة والتأهيل الزقازيق,391.55,جامعة,الإعاقة والتأهيل
المعهد العالي للهندسة بمدينة 15 مايو,391.351613,معهد,هندسة
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,391.285484,جامعة,هندسة
ألسن سوهاج,390.756451,جامعة,ألسن
تربية العريش,390.115,جامعة,تربية
علوم جنوب الوادي,389.5,جامعة,علوم
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,389.5,جامعة,تكنولوجيا
ألسن جنوب الوادي فرع الغردقة رياضة,389.5,جامعة,ألسن
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,389.363334,معهد,هندسة
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,389.284211,معهد,هندسة
تجارة عين شمس,388.68,جامعة,تجارة
معهد المدينة العالي للهندسة والتكنولوجيا طريق سقارة الهرم,387.655,معهد,هندسة
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,387.45,معهد,هندسة
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,386.987097,جامعة,هندسة
المعهد العالى للهندسة ببلبيس,386.425,معهد,هندسة
الاعاقة والتأهيل بني سويف,386.083334,جامعة,الإعاقة والتأهيل
تجارة و إدارة أعمال حلوان,386.015,جامعة,تجارة
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,384.375,معهد,هندسة
علوم ثروة سمكية و مصايد كفر الشيخ,383.35,جامعة,علوم
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,383.217742,معهد,تكنولوجيا
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,383.163636,جامعة,هندسة
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,380.7875,معهد,هندسة
إعلام المنوفية,379.448387,جامعة,إعلام
تجارة انتساب موجه القاهرة,377.131666,انتساب,تجارة
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,376.563793,جامعة,حاسبات ومعلومات
الأكاديمية الحديثة بالمعادى قسم علوم حاسب رياضة,376.106666,جامعة,حاسبات ومعلومات
تربية نوعية القاهرة,376.038334,جامعة,تربية
معهد فني صحى المنصوره,375.282258,معهد,تمريض
فنون تطبيقية حلوان,375.216129,جامعة,طب
معهد القناة العالى للهندسة بالسويس,375.15,معهد,هندسة
تمريض المنصورة,374.037143,جامعة,تمريض
تربية عين شمس,373.695161,جامعة,تربية
ثروة سمكية السويس,372.963335,جامعة,غير مصنف
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,372.438709,معهد,حاسبات ومعلومات
معهد عالي هندسة وتكنولوجيا العريش,371.403449,معهد,هندسة
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول رياضة,370.571665,معهد,حاسبات ومعلومات
الفراعنة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,370.520967,معهد,حاسبات ومعلومات
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات رياضة,369.068334,معهد,حاسبات ومعلومات
معهد فني صحى امبابة,369.0,معهد,تمريض
معهد فني صحى الاسكندريه,369.0,معهد,تمريض
تجارة المنصورة,365.891935,جامعة,تجارة
معهد طيبة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,365.693549,معهد,حاسبات ومعلومات
تجارة المنوفية بشبين الكوم,365.230645,جامعة,تجارة
تجارة الإسكندرية,364.9,جامعة,تجارة
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,364.767742,جامعة,تكنولوجيا
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب رياضة,363.943334,معهد,تكنولوجيا
حقوق كفرالشيخ,362.85,جامعة,حقوق
تجارة كفر الشيخ,362.657813,جامعة,تجارة
ك.ت. فني منشات بحريه بور سعيد,362.166666,جامعة,غير مصنف
تجارة بنها,360.8,جامعة,تجارة
معهد فني صحى بور سعيد,360.321666,معهد,تمريض
سياحة وفنادق مطروح,359.609677,جامعة,سياحة وفنادق
تجارة و إدارة أعمال انتساب موجه حلوان,358.75,انتساب,تجارة
تجارة انتساب موجه الإسكندرية,358.318421,انتساب,تجارة
تجارة انتساب موجه عين شمس,355.811666,انتساب,تجارة
الاستزراع المائي و المصايد البحرية العريش,353.478571,جامعة,غير مصنف
المجمع التكنولوجى المتكامل بالاميرية,352.203226,جامعة,تكنولوجيا
معهد فني صحى بنها,350.003334,معهد,تمريض
تكنولوجيا وتنمية الزقازيق علوم زراعية,348.91,جامعة,تكنولوجيا
تجارة انتساب موجه دمنهور,348.367742,انتساب,تجارة
تجارة الزقازيق,343.375,جامعة,تجارة
معهد عالي فنون تطبيقيه التجمع الخامس,342.418334,معهد,طب
زراعة القاهرة,342.35,جامعة,زراعة
تجارة أسوان,339.572581,جامعة,تجارة
معهد فني صحى طنطا,339.138334,معهد,تمريض
تجارة السويس,338.728335,جامعة,تجارة
زراعة عين شمس,337.156665,جامعة,زراعة
آداب العريش,332.364516,جامعة,آداب
تجارة طنطا,332.236666,جامعة,تجارة
تربية الزقازيق,331.504839,جامعة,تربية
تربية بنها,331.438709,جامعة,تربية
تجارة العريش,330.87,جامعة,تجارة
تجارة انتساب موجه المنوفية بشبين الكوم,330.05,انتساب,تجارة
تربية كفر الشيخ,328.751666,جامعة,تربية
تجارة انتساب موجه بنها,324.925,انتساب,تجارة
تجارة انتساب موجه الزقازيق,324.296774,انتساب,تجارة
تجارة قناة السويس بالإسماعيلية,320.483334,جامعة,تجارة
سياحه وفنادق الاقصر,319.8,جامعة,سياحة وفنادق
تجارة دمياط,318.433334,جامعة,تجارة
تمريض الإسكندرية,313.923334,جامعة,تمريض
تجارة سوهاج,312.898334,جامعة,تجارة
تربية حلوان,312.42,جامعة,تربية
تربية (تعليم ابتدائي) العريش,311.524074,جامعة,تربية
تجارة انتساب موجه مدينة السادات,310.806451,انتساب,تجارة
تمريض القاهرة,310.78,جامعة,تمريض
تجارة انتساب موجه المنصورة,310.37,انتساب,تجارة
تجارة انتساب موجه دمياط,307.5,انتساب,تجارة
العالي للحاسب ونظم المعلومات ش نظم تجمع خامس,304.788709,معهد,حاسبات ومعلومات
سياحة وفنادق الإسكندرية,304.425,جامعة,سياحة وفنادق
تجارة بور سعيد,303.995161,جامعة,تجارة
العالي للعلوم الإداريه 6 اكتوبر,303.946666,معهد,علوم
مصر العالي شعبة نظم معلومات إدارية المنصورة,301.418334,معهد,حاسبات ومعلومات
تجارة دمنهور,298.82,جامعة,تجارة
ك.ت. فني للبصريات ابو الريش السيدة زينب,295.93,جامعة,غير مصنف
العالى للعلوم الادارية بلقاس دقهلية,292.77037,جامعة,علوم
تجارة انتساب موجه السويس,292.261666,انتساب,تجارة
حقوق القاهرة,290.306451,جامعة,حقوق
تربية طنطا,289.391666,جامعة,تربية
معهد فني صحى اسيوط,284.95,معهد,تمريض
تجارة انتساب موجه طنطا,282.106451,انتساب,تجارة
