الكلية,الدرجة,النوع,المجال
طب بيطري المنيا,389.5,جامعة,طب بيطري
آداب انتساب موجه القاهرة,389.179047,انتساب,آداب
طب بيطري أسيوط,387.45,جامعة,طب بيطري
الدراسات الاقتصادية و العلوم السياسة الإسكندرية,386.680054,جامعة,علوم سياسية
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,385.4,معهد,هندسة
طب بيطري قناة السويس بالإسماعيلية,385.4,جامعة,طب بيطري
طب بيطري مدينة السادات,385.4,جامعة,طب بيطري
طب بيطري العريش,383.35,جامعة,طب بيطري
طب بيطري بني سويف,383.35,جامعة,طب بيطري
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,383.35,معهد,هندسة
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,382.446703,معهد,هندسة
ألسن قناة السويس بالإسماعيلية,382.389062,جامعة,ألسن
تمريض القاهرة,381.3,جامعة,تمريض
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,380.424685,جامعة,تكنولوجيا
طب بيطري مطروح,379.146203,جامعة,طب بيطري
طب بيطري الوادي الجديد,378.884417,جامعة,طب بيطري
طب بيطري جنوب الوادي,378.209327,جامعة,طب بيطري
ألسن الغردقة,377.2,جامعة,ألسن
طب بيطري سوهاج,377.2,جامعة,طب بيطري
سياسة واقتصاد السويس,377.2,جامعة,علوم سياسية
إعلام القاهرة,377.2,جامعة,إعلام
ألسن بني سويف,375.15,جامعة,ألسن
إعلام عين شمس,375.15,جامعة,إعلام
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,371.524692,جامعة,تكنولوجيا
معهد المنصورة العالى للهندسة والتكنولوجيا,371.05,معهد,هندسة
علوم السادات,370.792128,جامعة,علوم
ألسن أسوان,369.0,جامعة,ألسن
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,369.0,معهد,هندسة
تمريض دمياط,366.95,جامعة,تمريض
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,366.95,معهد,هندسة
الاعاقة والتأهيل الزقازيق,366.66976,جامعة,الإعاقة والتأهيل
تكنولوجيا الادارة ونظم المعلومات بور سعيد,365.372938,جامعة,تكنولوجيا
ألسن المنيا,364.9,جامعة,ألسن
تمريض حلوان,364.9,جامعة,تمريض
مصر العالي هندسة وتكنولوجيا منصورة,360.848169,معهد,هندسة
ألسن الأقصر,360.8,جامعة,ألسن
تمريض عين شمس,360.8,جامعة,تمريض
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,358.75,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,358.75,معهد,هندسة
تمريض السادات,358.021936,جامعة,تمريض
علوم القاهرة,356.7,جامعة,علوم
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,356.120533,معهد,هندسة
تجارة انتساب موجه الإسكندرية,355.854786,انتساب,تجارة
علوم التغذية حلوان,355.733585,جامعة,علوم
المجمع التكنولوجي المتكامل بالسلام,355.252138,جامعة,تكنولوجيا
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,354.268789,جامعة,هندسة
معهد عالي هندسة وتكنولوجيا كفر الشيخ,353.21303,معهد,هندسة
ألسن سوهاج,352.6,جامعة,ألسن
معهد عالي هندسه 6 اكتوبر بمصروفات,351.338647,معهد,هندسة
تجارة انتساب موجه دمنهور,351.052176,انتساب,تجارة
تمريض طنطا,351.020224,جامعة,تمريض
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,350.742188,معهد,هندسة
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,350.55,معهد,تكنولوجيا
تمريض المنصورة,350.55,جامعة,تمريض
الملاحة وتكنولوجيا الفضاء بني سويف,350.55,جامعة,الملاحة والفضاء
فنون تطبيقية النوبارية دمنهور,350.55,جامعة,طب
المعهد الكندي العالي للحاسبات,350.328338,معهد,حاسبات ومعلومات
كلية تكنولوجيا الصناعة و الطاقة بالقاهرة جامعة مصر الدولية التكنولوجية,346.45,جامعة,تكنولوجيا
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,345.960379,جامعة,تكنولوجيا
معهد طيبة العالي للهندسه بالمعادى بمصروفات,345.875113,معهد,هندسة
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,344.518042,معهد,هندسة
تجارة انتساب موجه المنصورة,342.313342,انتساب,تجارة
تمريض بور سعيد,340.3,جامعة,تمريض
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,338.25,معهد,هندسة
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,336.1016,معهد,هندسة
دار العلوم انتساب موجه القاهرة,333.617683,انتساب,علوم
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,331.459375,جامعة,تكنولوجيا
تمريض بنها,331.255429,جامعة,تمريض
دار العلوم القاهرة,330.757778,جامعة,علوم
حقوق انتساب موجه أسيوط,329.280612,انتساب,حقوق
معهد عالي كندي تكنولوجيا هندسة ت.خامس,328.645253,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,328.188306,معهد,هندسة
تمريض الزقازيق,324.352572,جامعة,تمريض
حقوق انتساب موجه الزقازيق,319.289178,انتساب,حقوق
العالي للهندسة والتكنولوجيا التجمع الخامس,316.794765,معهد,هندسة
المعهد العالى للهندسة الالكترونية بلبيس,315.7,معهد,هندسة
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,312.481119,معهد,هندسة
تمريض الإسكندرية,301.670312,جامعة,تمريض
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,297.875577,معهد,هندسة
تمريض كفر الشيخ,292.009335,جامعة,تمريض
تجارة انتساب موجه الزقازيق,275.060621,انتساب,تجارة
تجارة انتساب موجه عين شمس,264.002066,انتساب,تجارة
