الكلية,الدرجة,النوع,المجال
طب بيطري دمنهور,403.85,جامعة,طب بيطري
الدراسات الاقتصادية و العلوم السياسة الإسكندرية,403.785938,جامعة,علوم سياسية
سياسة واقتصاد السويس,403.663636,جامعة,علوم سياسية
طب بيطري العريش,403.651613,جامعة,طب بيطري
تكنولوجيا العلوم الصحية التطبيقية المنوفية,403.576667,جامعة,طب
كلية تكنولوجيا الصناعة والطاقة برج العرب التكنولوجية,403.254839,جامعة,تكنولوجيا
تمريض القاهرة,401.8,جامعة,تمريض
المعهد العالى للهندسة والتكنولوجيا بطنطا,401.8,معهد,هندسة
علوم كفر الشيخ,401.8,جامعة,علوم
طب بيطري المنيا,401.8,جامعة,طب بيطري
ألسن جنوب الوادي فرع الغردقة,401.8,جامعة,ألسن
معهد عالي هندسه 6 اكتوبر بمصروفات,401.8,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,400.911667,معهد,هندسة
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,400.57,جامعة,هندسة
المعهد العالي للهندسة بمدينة 15 مايو,399.75,معهد,هندسة
علوم القاهرة,399.75,جامعة,علوم
تكنولوجيا العلوم الصحية التطبيقية بني سويف,399.75,جامعة,طب
الكلية المصرية الكورية لتكنولوجيا الصناعة و الطاقة ج بنى سويف التكنولوجية,399.75,جامعة,تكنولوجيا
ك.ت. فني منشات بحريه بور سعيد,399.683871,جامعة,غير مصنف
إعلام المنوفية,399.617742,جامعة,إعلام
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,398.93,معهد,حاسبات ومعلومات
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,398.93,معهد,هندسة
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,398.383333,معهد,هندسة
دار العلوم القاهرة,397.832258,جامعة,علوم
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,396.47,معهد,تكنولوجيا
ألسن قناة السويس بالإسماعيلية,395.65,جامعة,ألسن
طب بيطري مدينة السادات,395.65,جامعة,طب بيطري
طب بيطري الوادي الجديد,395.65,جامعة,طب بيطري
المعهد العالى للهندسة وتكنولوجيا السيارات والطاقة بهليوبوليس الجديدة,395.65,معهد,هندسة
فنون جميلة (عمارة) حلوان,394.98871,جامعة,فنون جميلة
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,394.327419,معهد,هندسة
طب بيطري قناة السويس بالإسماعيلية,394.146667,جامعة,طب بيطري
العالي للهندسة والتكنولوجيا التجمع الخامس,393.6,معهد,هندسة
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة,393.6,معهد,حاسبات ومعلومات
طب بيطري بني سويف,393.6,جامعة,طب بيطري
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,393.395,جامعة,هندسة
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,391.55,معهد,هندسة
مصر العالي هندسة وتكنولوجيا منصورة,391.55,معهد,هندسة
تمريض عين شمس,391.549988,جامعة,تمريض
إعلام القاهرة,391.417742,جامعة,إعلام
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,391.345,جامعة,تكنولوجيا
طب بيطري جنوب الوادي,389.5,جامعة,طب بيطري
سياسة واقتصاد بني سويف,388.970968,جامعة,علوم سياسية
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,388.27,معهد,هندسة
الاعاقة والتأهيل الزقازيق,387.450012,جامعة,الإعاقة والتأهيل
تمريض حلوان,387.45,جامعة,تمريض
إعلام عين شمس,387.45,جامعة,إعلام
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,387.383871,معهد,هندسة
تكنولوجيا الادارة ونظم المعلومات بور سعيد,387.053226,جامعة,تكنولوجيا
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,386.63,جامعة,تكنولوجيا
إعلام بني سويف,385.4,جامعة,إعلام
تمريض بور سعيد,385.4,جامعة,تمريض
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,385.331667,معهد,هندسة
طب بيطري مطروح,384.804839,جامعة,طب بيطري
علوم الإسكندرية,383.746774,جامعة,علوم
طب بيطري سوهاج,383.35,جامعة,طب بيطري
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية علوم,380.506452,جامعة,تكنولوجيا
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,380.48,معهد,هندسة
التكنولوجيا والتعليم الصناعي حلوان,379.25,جامعة,تكنولوجيا
ألسن أسوان,379.25,جامعة,ألسن
معهد عالي هندسه مدينه الشروق بمصروفات,375.414516,معهد,هندسة
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,374.89375,جامعة,تكنولوجيا
علوم العريش,372.416667,جامعة,علوم
كلية تكنولوجيا الصناعة والطاقة سمنود التكنولوجية علوم,370.726316,جامعة,تكنولوجيا
تمريض المنصورة,369.859677,جامعة,تمريض
ألسن عين شمس,369.0,جامعة,ألسن
التكنولوجيا والتعليم الصناعي السويس,368.470968,جامعة,تكنولوجيا
تمريض المنوفية بشبين الكوم,368.18,جامعة,تمريض
علوم دمنهور,367.633333,جامعة,علوم
معهد عالي كندي تكنولوجيا هندسة ت.خامس,367.280645,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,366.95,معهد,هندسة
ألسن الفيوم,366.883871,جامعة,ألسن
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,365.651667,معهد,حاسبات ومعلومات
عالى هندسة وتكنولوجيا بسوهاج,364.9,جامعة,هندسة
كلية تكنولوجيا الصناعة و الطاقة بالقاهرة جامعة مصر الدولية التكنولوجية,364.9,جامعة,تكنولوجيا
معهد القناة العالى للهندسة بالسويس,364.9,معهد,هندسة
كلية تكنولوجيا الصناعة والطاقة ج الدلتا التكنولوجية,364.172581,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,362.85,معهد,هندسة
دار العلوم الفيوم,362.03,جامعة,علوم
كلية تكنولوجيا الصناعة والطاقة برج العرب التكنولوجية علوم,361.527419,جامعة,تكنولوجيا
تمريض طنطا,360.403226,جامعة,تمريض
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,359.775,معهد,هندسة
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,359.198438,معهد,هندسة
علوم حلوان,357.625806,جامعة,علوم
علوم عين شمس,356.7,جامعة,علوم
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,356.7,جامعة,هندسة
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,356.016667,معهد,هندسة
آثار القاهرة,352.6,جامعة,آثار
ألسن بني سويف,352.258333,جامعة,ألسن
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,351.83125,معهد,هندسة
تجارة القاهرة,350.55,جامعة,تجارة
الاعاقة والتأهيل بني سويف,349.935,جامعة,الإعاقة والتأهيل
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,348.896759,معهد,حاسبات ومعلومات
معهد عالي هندسة وتكنولوجيا كفر الشيخ,348.402381,معهد,هندسة
تمريض دمياط,347.475,جامعة,تمريض
آثار عين شمس,343.341935,جامعة,آثار
كلية تكنولوجيا العلوم الصحية ج أسيوط التكنولوجية,341.735,جامعة,تكنولوجيا
تمريض بنها,337.191935,جامعة,تمريض
حقوق كفرالشيخ,336.951667,جامعة,حقوق
علوم طنطا,336.332258,جامعة,علوم
ألسن المنيا,336.2,جامعة,ألسن
التكنولوجيا والتعليم الصناعي بني سويف,335.106667,جامعة,تكنولوجيا
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,333.091935,معهد,هندسة
تمريض الزقازيق,332.715,جامعة,تمريض
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,332.305,معهد,هندسة
المعهد العالى للهندسة الالكترونية بلبيس,331.416656,معهد,هندسة
علوم بنها,330.118333,جامعة,علوم
علوم الزقازيق,330.05,جامعة,علوم
معهد طيبة العالي للهندسه بالمعادى بمصروفات,328.0,معهد,هندسة
تمريض كفر الشيخ,328.0,جامعة,تمريض
كلية تكنولوجيا الخدمات الفندقية والسياحية شرق بورسعيد,327.867742,جامعة,تكنولوجيا
تمريض دمنهور,326.496667,جامعة,تمريض
علوم قناة السويس بالإسماعيلية,324.515015,جامعة,علوم
معهد المدينة العالي للهندسة والتكنولوجيا طريق سقارة الهرم,323.285,معهد,هندسة
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,321.916129,معهد,هندسة
آثار دمياط,319.866129,جامعة,آثار
تمريض الإسكندرية,315.700012,جامعة,تمريض
تمريض أسوان,313.65,جامعة,تمريض
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,310.343548,معهد,هندسة
تجارة عين شمس,309.618333,جامعة,تجارة
