الكلية,الدرجة,النوع,المجال
العالي للعلوم الإداريه 6 اكتوبر,315.104839,معهد,علوم
عالي دراسات نوعية بمصر الجديده نظم المعلومات الإدارية,314.735402,معهد,حاسبات ومعلومات
طيبة العالي شعبة ادارة اعمال ومحاسبة المعادى,314.589255,معهد,حاسبات ومعلومات
تجارة انتساب موجه بور سعيد,314.575807,انتساب,تجارة
تربية رياضية بنين قناة السويس بالإسماعيلية,313.991666,جامعة,تربية
الفراعنة العالي لنظم المعلومات الإدارية مريوطية بالهرم,312.897302,معهد,حاسبات ومعلومات
ك.ت. فني رى وصرف ومساحه اسيوط,312.467308,جامعة,غير مصنف
معهد الألسن العالي بمدينة نصر لنظم المعلومات الادارية,309.814516,معهد,حاسبات ومعلومات
فنى تمريض المنصورة,307.151246,جامعة,تمريض
رأس البر العالي للدراسات النوعية نظم المعلومات الإدارية,300.093549,معهد,حاسبات ومعلومات
تجارة انتساب موجه المنوفية بشبين الكوم,299.985399,انتساب,تجارة
فنى تمريض طنطا,298.752582,جامعة,تمريض
تربية بور سعيد,296.274534,جامعة,تربية
سياحة وفنادق الفيوم,296.052805,جامعة,سياحة وفنادق
تربية نوعية دمياط,295.981844,جامعة,تربية
تجارة انتساب موجه مدينة السادات,295.913839,انتساب,تجارة
الفني للفنادق بور سعيد,295.662903,جامعة,غير مصنف
العالي ترميم الآثار بأبي قير,294.858334,معهد,آثار
النيل العالي للعلوم التجارية شعبة محاسبة منصورة,294.670967,معهد,حاسبات ومعلومات
العالي للسياحه والفنادق بالسيوف بالأسكندرية لنظم المعلومات الإدارية,291.917888,معهد,حاسبات ومعلومات
تربية الإسكندرية,291.629033,جامعة,تربية
معهد الجيزه العالي للعلوم الاداريه شعبه نظم معلومات بطموه,291.404684,معهد,حاسبات ومعلومات
الفني التجارى بالمنصوره,290.96582,جامعة,غير مصنف
معهد الألسن العالي بمدينة نصر شعبة(ادارة - محاسبة - تجارة خارجية),290.380811,معهد,حاسبات ومعلومات
تجارة انتساب موجه السويس,288.348269,انتساب,تجارة
تربية رياضية بنين المنوفية بشبين الكوم,287.205001,جامعة,تربية
عالي دراسات متطورة بالقطامية شعبة تجارة ومحاسبة,283.348438,معهد,حاسبات ومعلومات
زراعة دمياط,281.047819,جامعة,زراعة
حقوق الفيوم,280.883369,جامعة,حقوق
العالي للحاسبات بمدينة الشروق شعبة إدارة ومحاسبة,279.825,معهد,حاسبات ومعلومات
تربية رياضية بنين الإسكندرية,268.199417,جامعة,تربية
سياحة وفنادق قناة السويس بالإسماعيلية,267.624193,جامعة,سياحة وفنادق
معهد عالي دراسات تعاونيه و إدارية بالمنيرة بمصروفات,265.309677,معهد,غير مصنف
آداب العريش,252.15,جامعة,آداب
أكاديمية اخبار اليوم 6 أكتوبر علوم إدارية إنجليزي,235.49375,جامعة,علوم
