الكلية,الدرجة,النوع,المجال
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,401.8,معهد,هندسة
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,401.8,جامعة,تكنولوجيا
حاسبات ومعلومات المنيا رياضة,401.8,جامعة,حاسبات ومعلومات
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,401.8,معهد,هندسة
المعهد العالى للهندسة بالمنيا,401.780288,معهد,هندسة
مصر العالي هندسة وتكنولوجيا منصورة,401.764519,معهد,هندسة
حاسبات ومعلومات الأقصر رياضة,401.691587,جامعة,حاسبات ومعلومات
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,401.595,معهد,حاسبات ومعلومات
حاسبات ومعلومات قنا رياضة,401.507143,جامعة,حاسبات ومعلومات
حاسبات ومعلومات سوهاج رياضة,401.494471,جامعة,حاسبات ومعلومات
معهد المنصورة العالى للهندسة والتكنولوجيا,401.39,معهد,هندسة
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,401.227661,معهد,هندسة
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,400.958037,معهد,هندسة
المجمع التكنولوجى المتكامل بالاميرية,400.706666,جامعة,تكنولوجيا
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,400.701787,جامعة,هندسة
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,400.411291,معهد,تكنولوجيا
معهد عالي هندسة وتكنولوجيا كفر الشيخ,400.292067,معهد,هندسة
معهد عالي كندي تكنولوجيا هندسة ت.خامس,400.16,معهد,هندسة
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,400.080645,معهد,هندسة
إعلام المنوفية,399.75,جامعة,إعلام
المعهد الكندى العالى للهندسة 6 اكتوبر,399.75,معهد,هندسة
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,399.75,معهد,هندسة
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,399.75,جامعة,حاسبات ومعلومات
المعهد العالى للهندسة والتكنولوجيا بطنطا,399.75,معهد,هندسة
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,399.75,معهد,هندسة
علوم القاهرة,399.75,جامعة,علوم
معهد عالي هندسه مدينه الشروق بمصروفات,399.586394,معهد,هندسة
ألسن قناة السويس بالإسماعيلية,399.352672,جامعة,ألسن
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,399.318317,معهد,هندسة
ألسن المنيا,399.287097,جامعة,ألسن
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,399.236514,معهد,هندسة
آثار دمياط,399.135,جامعة,آثار
ألسن أسوان,399.109375,جامعة,ألسن
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,399.022581,جامعة,هندسة
علوم الزقازيق,398.93,جامعة,علوم
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,398.228128,معهد,هندسة
إعلام القاهرة,397.7,جامعة,إعلام
عالي هندسة بلبيس,397.7,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,397.7,معهد,هندسة
معهد عالي هندسه 6 اكتوبر بمصروفات,397.7,معهد,هندسة
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,397.680288,معهد,هندسة
علوم بور سعيد,397.677332,جامعة,علوم
ألسن الأقصر,397.633871,جامعة,ألسن
تمريض دمياط,397.633871,جامعة,تمريض
ألسن سوهاج,397.626787,جامعة,ألسن
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,397.435484,معهد,هندسة
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,397.369355,معهد,حاسبات ومعلومات
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,397.29,معهد,حاسبات ومعلومات
معهد طيبة العالي للهندسه بالمعادى بمصروفات,397.128365,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,397.085,معهد,هندسة
المعهد العالى للهندسة الالكترونية بلبيس,396.93125,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,396.643884,معهد,هندسة
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,396.615443,معهد,هندسة
المعهد العالي للهندسة بمدينة 15 مايو,396.333334,معهد,هندسة
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,396.311291,جامعة,هندسة
علوم كفر الشيخ,396.076332,جامعة,علوم
علوم بنها,395.980645,جامعة,علوم
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,395.65,معهد,هندسة
ألسن عين شمس,395.65,جامعة,ألسن
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,395.65,معهد,هندسة
مصر العالي شعبة نظم معلومات إدارية المنصورة,395.65,معهد,حاسبات ومعلومات
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,395.65,معهد,هندسة
علوم المنصورة,395.630288,جامعة,علوم
علوم قناة السويس بالإسماعيلية,395.418671,جامعة,علوم
إعلام جنوب الوادي,395.308334,جامعة,إعلام
التكنولوجيا والتعليم الصناعي حلوان,395.157212,جامعة,تكنولوجيا
معهد القناة العالى للهندسة بالسويس,395.1375,معهد,هندسة
علوم الإسكندرية,395.120967,جامعة,علوم
علوم حلوان,394.351666,جامعة,علوم
إعلام بني سويف,393.975787,جامعة,إعلام
التكنولوجيا والتعليم الصناعي السويس,393.950866,جامعة,تكنولوجيا
علوم الفيوم,393.884832,جامعة,علوم
علوم بني سويف,393.6,جامعة,علوم
علوم عين شمس,393.6,جامعة,علوم
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,393.6,معهد,هندسة
المجمع التكنولوجي المتكامل بالسلام,393.6,جامعة,تكنولوجيا
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,393.6,جامعة,هندسة
علوم السويس,393.566139,جامعة,علوم
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,393.501442,معهد,هندسة
التكنولوجيا والتعليم الصناعي بني سويف,393.335484,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,392.803372,معهد,هندسة
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,392.794643,معهد,هندسة
تمريض القاهرة,392.575,جامعة,تمريض
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,392.409677,معهد,هندسة
العالي لنظم الحاسب ونظم المعلومات 6 اكتوبر,392.028334,معهد,حاسبات ومعلومات
عالى هندسة وتكنولوجيا بسوهاج,391.737612,جامعة,هندسة
تمريض حلوان,391.55,جامعة,تمريض
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,391.55,جامعة,تكنولوجيا
إعلام وتكنولوجيا اتصال السويس,391.55,جامعة,تكنولوجيا
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,391.55,معهد,هندسة
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,391.419903,معهد,تكنولوجيا
معهد عالي هندسة وتكنولوجيا العريش,391.153226,معهد,هندسة
علوم المنوفية بشبين الكوم,391.05524,جامعة,علوم
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول رياضة,390.559495,معهد,حاسبات ومعلومات
تمريض عين شمس,389.5,جامعة,تمريض
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات رياضة,389.5,معهد,حاسبات ومعلومات
علوم الارض بني سويف,389.5,جامعة,علوم
علوم المنيا,389.297534,جامعة,علوم
العالي إدارة شعبة نظم كفر الشيخ,389.235484,معهد,إدارة
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,389.207143,معهد,تكنولوجيا
تمريض بور سعيد,389.103938,جامعة,تمريض
معهد فني صحى بور سعيد,389.094786,معهد,تمريض
تجارة دمياط,388.838709,جامعة,تجارة
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,388.508065,معهد,هندسة
تجارة القاهرة,388.201666,جامعة,تجارة
علوم جنوب الوادي,388.199321,جامعة,علوم
علوم طنطا,387.996666,جامعة,علوم
العبور العالي ك21 بطريق بلبيس لنظم المعلومات الإدارية,387.45,معهد,حاسبات ومعلومات
تمريض طنطا,387.376787,جامعة,تمريض
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات رياضة,387.153201,معهد,حاسبات ومعلومات
علوم دمنهور,386.672381,جامعة,علوم
علوم العريش,386.288334,جامعة,علوم
العالي للحاسب ونظم المعلومات ش نظم تجمع خامس,385.4,معهد,حاسبات ومعلومات
معهد فني صحى طنطا,385.4,معهد,تمريض
علوم أسوان,385.303696,جامعة,علوم
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب رياضة,385.296374,معهد,تكنولوجيا
تمريض الزقازيق,385.292106,جامعة,تمريض
تجارة الإسكندرية,385.267742,جامعة,تجارة
الكلية المصرية الكورية لتكنولوجيا الصناعة و الطاقة ج بنى سويف التكنولوجية,384.672581,جامعة,تكنولوجيا
ع.دولى اعلام مدينةالشروق,384.540323,جامعة,إعلام
الفراعنة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,384.059616,معهد,حاسبات ومعلومات
علوم ثروة سمكية و مصايد كفر الشيخ,383.828334,جامعة,علوم
التكنولوجيا والتعليم الصناعي سوهاج,383.35,جامعة,تكنولوجيا
علوم دمياط,383.35,جامعة,علوم
معهد طيبة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,383.35,معهد,حاسبات ومعلومات
الأكاديمية الحديثة بالمعادى قسم علوم حاسب رياضة,383.330288,جامعة,حاسبات ومعلومات
الاستزراع المائي و المصايد البحرية العريش,383.281666,جامعة,غير مصنف
تكنولوجيا المصايد والاسماك أسوان,383.20357,جامعة,تكنولوجيا
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,382.834825,معهد,حاسبات ومعلومات
المعهد التكنولجى العالى للعلوم الصحية التطبيقية بمدينة بدر (2+2),382.719231,معهد,طب
تمريض المنصورة,382.309231,جامعة,تمريض
آثار الزقازيق بصان الحجر,381.94154,جامعة,آثار
تمريض الإسكندرية,381.3,جامعة,تمريض
علوم أسيوط,380.915343,جامعة,علوم
معهد عالي علوم الحاسب تجمع خامس بمصروفات رياضة,380.837097,معهد,حاسبات ومعلومات
تجارة المنصورة,380.685,جامعة,تجارة
إدارة الأعمال الدولية والإنسانيات الجامعة المصرية اليابانية,380.435649,جامعة,إدارة
علوم الوادي الجديد,380.241935,جامعة,علوم
معهد فني صحى المنصوره,379.646774,معهد,تمريض
الاعاقة والتأهيل الزقازيق,378.61374,جامعة,الإعاقة والتأهيل
آثار القاهرة,378.59966,جامعة,آثار
الاعاقة والتأهيل بني سويف,378.191935,جامعة,الإعاقة والتأهيل
علوم سوهاج,378.005357,جامعة,علوم
تجارة عين شمس,377.529464,جامعة,تجارة
فنى صحي جنوب الوادي,377.239986,جامعة,تمريض
تمريض مطروح,377.2,جامعة,تمريض
العالي للحاسبات والمعلومات شعبة نظم طنطا,376.918126,معهد,حاسبات ومعلومات
العالي حاسبات و نظم تجمع أول,376.79,معهد,حاسبات ومعلومات
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,376.598095,جامعة,تكنولوجيا
تجارة بور سعيد,375.52963,جامعة,تجارة
تجارة و إدارة أعمال حلوان,374.535,جامعة,تجارة
العالى للعلوم الادارية بلقاس دقهلية ش نظم معلومات ادارية,374.275652,جامعة,حاسبات ومعلومات
القاهرة العالي إدارة الأعمال ونظم المعلومات بالتجمع الاول,373.441666,معهد,حاسبات ومعلومات
تجارة انتساب موجه الإسكندرية,373.168334,انتساب,تجارة
تجارة دمنهور,372.211666,جامعة,تجارة
ع.كندى تكنو.اعلام ت.خامس,372.19862,جامعة,إعلام
الجزيره العالي حاسب ونظم معلومات ادارية (شعبة نظم) بالمقطم,371.843549,معهد,حاسبات ومعلومات
تجارة طنطا,371.404384,جامعة,تجارة
العالي للإدارة والحاسب شعبة نظم برأس البر,371.313572,معهد,حاسبات ومعلومات
تجارة الزقازيق,371.116129,جامعة,تجارة
علوم جامعة العلوم والتكنولوجيا زويل,371.05,جامعة,تكنولوجيا
فنون تطبيقية حلوان,370.520967,جامعة,طب
تجارة كفر الشيخ,370.208037,جامعة,تجارة
تجارة بنها,369.0,جامعة,تجارة
النيل العالي للعلوم التجارية شعبة نظم منصورة,368.4875,معهد,علوم
تمريض بنها,368.338709,جامعة,تمريض
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شعبة نظم المعلومات الإدارية,367.4625,معهد,تكنولوجيا
تجارة أسوان,366.985481,جامعة,تجارة
فنون تطبيقية بنها,366.95,جامعة,طب
معهد فني صحى امبابة,366.84018,معهد,تمريض
الدلتا العالي للحاسبات بالمنصورة لنظم المعلومات الإدارية,366.267137,معهد,حاسبات ومعلومات
تمريض الفيوم,366.053125,جامعة,تمريض
معهد فني صحى الزقازيق,366.016096,معهد,تمريض
الأكاديمية الحديثة بالمعادى نظم معلومات إدارية,365.87375,جامعة,حاسبات ومعلومات
تجارة المنوفية بشبين الكوم,365.561291,جامعة,تجارة
زراعة القاهرة,365.07846,جامعة,زراعة
تربية الفيوم,364.9,جامعة,تربية
آثار الفيوم,364.9,جامعة,آثار
معهد فني صحى الاسكندريه,364.699928,معهد,تمريض
ثروة سمكية السويس,364.285,جامعة,غير مصنف
آثار أسوان,364.256278,جامعة,آثار
معهد عالي تكنولوجيا بصريات مصر الجديدة بمصروفات.,364.121394,معهد,تكنولوجيا
معهد عالي فنون تطبيقيه 6 اكتوبر,363.868524,معهد,طب
آثار و لغات مطروح,363.199598,جامعة,آثار
الفني لترميم الآثار بالاقصر,362.971718,جامعة,آثار
معهد العباسية للعلوم التجارية والحاسبات الالية ش(نظم معلومات),361.725807,معهد,حاسبات ومعلومات
تجارة قناة السويس بالإسماعيلية,361.56875,جامعة,تجارة
تجارة السويس,361.350656,جامعة,تجارة
العالي للدراسات المتطورة بالقطامية شعبة نظم معلومات إدارية,361.32841,معهد,حاسبات ومعلومات
تربية عين شمس,360.588242,جامعة,تربية
معهد عالي فنون تطبيقيه التجمع الخامس,359.706666,معهد,طب
تجارة و إدارة أعمال انتساب موجه حلوان,359.501666,انتساب,تجارة
المعهد العالي للغات بالمنصورة,358.75,معهد,غير مصنف
طيبة العالي نظم معلومات طريق سقاره بالهرم,358.75,معهد,حاسبات ومعلومات
تجارة العريش,358.399417,جامعة,تجارة
تجارة انتساب موجه كفر الشيخ,357.824193,انتساب,تجارة
سياحة وفنادق الإسكندرية,356.905,جامعة,سياحة وفنادق
تجارة انتساب موجه دمياط,356.7,انتساب,تجارة
معهد فني صحى سوهاج,356.309149,معهد,تمريض
العالي سياحه وفنادق بالسيوف بالأسكندرية,356.294646,معهد,سياحة وفنادق
طيبة العالي بالمعادى لنظم المعلومات الإدارية,355.886758,معهد,حاسبات ومعلومات
زراعة و موارد طبيعية أسوان,355.774193,جامعة,طب
تربية المنصورة,355.401666,جامعة,تربية
المعهد العالى للعلوم التجارية بالمحلة الكبرى شعبة نظم معلومات,355.366796,معهد,حاسبات ومعلومات
الأكاديمية الدولية لعلوم الإعلام 6 اكتوبر,354.745039,جامعة,علوم
تجارة مدينة السادات,354.04556,جامعة,تجارة
ك.ت. فني منشات بحريه بور سعيد,353.826058,جامعة,غير مصنف
تجارة انتساب موجه القاهرة,353.591935,انتساب,تجارة
تجارة انتساب موجه المنصورة,353.129033,انتساب,تجارة
تربية الزقازيق,352.634495,جامعة,تربية
تجارة أسيوط,352.054554,جامعة,تجارة
تجارة انتساب موجه الزقازيق,351.862506,انتساب,تجارة
تربية رياضية بنين دمياط,351.848334,جامعة,تربية
تمريض أسيوط,351.635349,جامعة,تمريض
تربية المنيا,351.457013,جامعة,تربية
تجارة بني سويف,350.846659,جامعة,تجارة
آثار الأقصر,350.823334,جامعة,آثار
معهد فني صحى بنى سويف,349.883751,معهد,تمريض
العالي الكندي تكنولوجيا إدارة تجمع خامس,349.604832,معهد,تكنولوجيا
سياحة وفنادق حلوان بالمنيل,349.183334,جامعة,سياحة وفنادق
تربية نوعية الإسكندرية,349.152028,جامعة,تربية
تجارة جنوب الوادي,349.132599,جامعة,تجارة
تجارة سوهاج,349.080223,جامعة,تجارة
معهد القاهرة الجديدة للعلوم الادارية والحاسب الالى بالتجمع الاول (شعبة نظم),348.50704,معهد,حاسبات ومعلومات
آثار سوهاج,347.748334,جامعة,آثار
العالي للحاسب الآلى كنج مريوط لنظم المعلومات الإدارية,347.60763,معهد,حاسبات ومعلومات
تربية رياضية بنين بور سعيد,347.575388,جامعة,تربية
تجارة انتساب موجه قناة السويس بالإسماعيلية,346.400298,انتساب,تجارة
تمريض دمنهور,344.762974,جامعة,تمريض
تربية حلوان,344.532258,جامعة,تربية
أكاديمية باخباراليوم تكنولوجيا صحافة 6اكتوبر,343.81513,جامعة,تكنولوجيا
فنى تمريض أورام القاهرة,343.736989,جامعة,تمريض
معهد عالي حاسبات شعبة نظم معلومات ادارية بشبرا الخيمة,343.042861,معهد,حاسبات ومعلومات
العالي إدارة شعبة إدارة ومحاسبة كفر الشيخ,340.106404,معهد,حاسبات ومعلومات
تربية رياضية بنين المنصورة,338.661971,جامعة,تربية
تربية نوعية القاهرة,338.386666,جامعة,تربية
تمريض كفر الشيخ,337.848307,جامعة,تمريض
تجارة انتساب موجه أسوان,337.383537,انتساب,تجارة
المعهد الكندى العالى للادارة 6 اكتوبر,337.088334,معهد,إدارة
تجارة انتساب موجه عين شمس,336.578885,انتساب,تجارة
تربية السويس,336.541666,جامعة,تربية
سياحة وفنادق المنصورة,334.214063,جامعة,سياحة وفنادق
زراعة عين شمس,333.718317,جامعة,زراعة
العالي للاعلام وفنون الاتصال 6 اكتوبر,333.6375,معهد,إعلام
حقوق دمياط,332.484375,جامعة,حقوق
الفني للفنادق الاسكندريه,328.751666,جامعة,غير مصنف
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,328.396774,جامعة,تكنولوجيا
تجارة انتساب موجه بنها,325.116343,انتساب,تجارة
آداب القاهرة,325.087902,جامعة,آداب
تربية (تعليم ابتدائي) الفيوم,324.142593,جامعة,تربية
تجارة انتساب موجه طنطا,321.300893,انتساب,تجارة
معهد الوادى العالي للعلوم الأدارية قسم نظم معلومات,320.182404,معهد,حاسبات ومعلومات
العالي للعلوم الادارية والتجارة الخارجية نظم تجمع خامس,318.532407,معهد,علوم
تجارة انتساب موجه دمنهور,318.472061,انتساب,تجارة
ك.ت. فني للبصريات ابو الريش السيدة زينب,316.129081,جامعة,غير مصنف
