الكلية,الدرجة,النوع,المجال
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,401.58402,معهد,هندسة
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب,401.58036,جامعة,حاسبات ومعلومات
ألسن الأقصر,401.58036,جامعة,ألسن
مصر العالي هندسة وتكنولوجيا منصورة,401.40323,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,401.11009,معهد,هندسة
ألسن عين شمس,400.74193,جامعة,ألسن
ألسن قناة السويس بالإسماعيلية,400.62378,جامعة,ألسن
علوم دمنهور,400.61365,جامعة,علوم
علوم القاهرة,400.60968,جامعة,علوم
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,400.02334,جامعة,هندسة
المعهد العالى للهندسة والتكنولوجيا بطنطا,399.75,معهد,هندسة
معهد عالي هندسه مدينه الشروق بمصروفات,399.75,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,399.75,معهد,هندسة
ألسن المنيا,399.75,جامعة,ألسن
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,399.73029,جامعة,هندسة
معهد المنصورة العالى للهندسة والتكنولوجيا,399.53036,معهد,هندسة
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,399.34,معهد,هندسة
معهد عالي هندسة وتكنولوجيا كفر الشيخ,399.31842,معهد,هندسة
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,399.06667,معهد,هندسة
معهد عالي هندسة وتكنولوجيا العريش,398.725,معهد,هندسة
علوم الفيوم,398.64615,جامعة,علوم
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,398.315,معهد,هندسة
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,398.27656,معهد,تكنولوجيا
فنون تطبيقية حلوان,398.09677,جامعة,طب
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,398.09677,معهد,هندسة
المعهد العالى للهندسة الالكترونية بلبيس,397.77321,معهد,هندسة
علوم الإسكندرية,397.7,جامعة,علوم
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,397.7,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,397.7,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,397.66058,معهد,هندسة
علوم كفر الشيخ,397.495,جامعة,علوم
المعهد الكندى العالى للهندسة 6 اكتوبر,397.21256,معهد,هندسة
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,397.10077,معهد,هندسة
علوم حلوان,397.09091,جامعة,علوم
علوم بور سعيد,396.81167,جامعة,علوم
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,396.62417,معهد,هندسة
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,396.59165,معهد,هندسة
المعهد العالي للهندسة بمدينة 15 مايو,396.02184,معهد,هندسة
علوم الزقازيق,395.84753,جامعة,علوم
علوم عين شمس,395.71613,جامعة,علوم
معهد عالي هندسه 6 اكتوبر بمصروفات,395.6928,معهد,هندسة
معهد عالي تكنولوجيا بصريات مصر الجديدة بمصروفات.,395.65,معهد,تكنولوجيا
علوم المنصورة,395.65,جامعة,علوم
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,395.65,معهد,هندسة
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,395.57721,جامعة,هندسة
علوم طنطا,395.54947,جامعة,علوم
مركز التكنولوجيا المتميز بوزارة الصناعة والتجارة الخارجية,395.41346,جامعة,تكنولوجيا
تمريض طنطا,395.40952,جامعة,تمريض
تمريض كفر الشيخ,395.1871,جامعة,تمريض
آثار أسوان,395.17167,جامعة,آثار
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,395.17167,معهد,هندسة
علوم بنها,394.90321,جامعة,علوم
العالي للهندسة والتكنولوجيا التجمع الخامس,394.88519,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,394.61866,معهد,هندسة
إعلام وتكنولوجيا اتصال السويس,394.45968,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,394.36297,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,394.0704,معهد,هندسة
علوم قناة السويس بالإسماعيلية,394.00535,جامعة,علوم
معهد عالي كندي تكنولوجيا هندسة ت.خامس,393.91172,معهد,هندسة
عالى هندسة وتكنولوجيا بسوهاج,393.6,جامعة,هندسة
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,393.58029,معهد,هندسة
الاعاقة والتأهيل الزقازيق,393.53167,جامعة,الإعاقة والتأهيل
تمريض القاهرة,393.35163,جامعة,تمريض
علوم ثروة سمكية و مصايد كفر الشيخ,393.19732,جامعة,علوم
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,393.19,معهد,هندسة
علوم المنوفية بشبين الكوم,393.07652,جامعة,علوم
علوم سوهاج,393.07117,جامعة,علوم
عالي هندسة بلبيس,392.93811,معهد,هندسة
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,392.71167,معهد,هندسة
علوم العريش,392.15768,جامعة,علوم
علوم السويس,391.94677,جامعة,علوم
علوم بني سويف,391.55,جامعة,علوم
معهد طيبة العالي للهندسه بالمعادى بمصروفات,391.55,معهد,هندسة
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات,391.55,معهد,حاسبات ومعلومات
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,391.55,معهد,هندسة
تمريض عين شمس,391.47383,جامعة,تمريض
معهد القناة العالى للهندسة بالسويس,391.28981,معهد,هندسة
تمريض الإسكندرية,391.27667,جامعة,تمريض
الاستزراع المائي و المصايد البحرية العريش,391.26721,جامعة,غير مصنف
المجمع التكنولوجى المتكامل بالاميرية,391.21936,جامعة,تكنولوجيا
علوم أسوان,391.07167,جامعة,علوم
تمريض المنصورة,390.95865,جامعة,تمريض
علوم الوادي الجديد,390.86667,جامعة,علوم
تمريض حلوان,390.80293,جامعة,تمريض
علوم دمياط,390.6242,جامعة,علوم
آثار دمياط,390.38702,جامعة,آثار
المجمع التكنولوجي المتكامل بالسلام,390.37857,جامعة,تكنولوجيا
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,390.02903,معهد,هندسة
علوم المنيا,389.705,جامعة,علوم
علوم جنوب الوادي,389.59025,جامعة,علوم
علوم أسيوط,389.5,جامعة,علوم
العالي للدراسات المتطورة بالقطامية شعبة نظم معلومات إدارية,389.15834,معهد,حاسبات ومعلومات
تمريض بني سويف,388.68,جامعة,تمريض
تمريض دمنهور,388.08724,جامعة,تمريض
المعهد العالى لتكنولوجيا الادارة والمعلومات بالمنيا شعبة نظم المعلومات الادارية,387.49435,معهد,تكنولوجيا
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب,387.26359,معهد,حاسبات ومعلومات
فنون تطبيقية بنها,387.25049,جامعة,طب
سياحة وفنادق الإسكندرية,387.12786,جامعة,سياحة وفنادق
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,387.11936,جامعة,تكنولوجيا
سياحة وفنادق مطروح,387.11936,جامعة,سياحة وفنادق
تكنولوجيا المصايد والاسماك أسوان,386.76812,جامعة,تكنولوجيا
آثار و لغات مطروح,386.27716,جامعة,آثار
تجارة الإسكندرية,384.375,جامعة,تجارة
ثروة سمكية السويس,383.94516,جامعة,غير مصنف
تمريض بور سعيد,383.69167,جامعة,تمريض
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات,383.35,معهد,تكنولوجيا
آثار الأقصر,383.35,جامعة,آثار
إعلام القاهرة,382.80334,جامعة,إعلام
تجارة القاهرة,381.915,جامعة,تجارة
فنون تطبيقية دمياط,381.32435,جامعة,طب
التعليم الصناعي السويس,381.18652,جامعة,صناعة
تربية السويس,380.13834,جامعة,تربية
النيل العالي للعلوم التجارية شعبة نظم منصورة,380.04355,معهد,علوم
آثار القاهرة,380.00073,جامعة,آثار
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات,379.90569,معهد,حاسبات ومعلومات
تمريض الزقازيق,378.29334,جامعة,تمريض
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ,378.06759,معهد,تكنولوجيا
تمريض الفيوم,377.72903,جامعة,تمريض
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات,377.24378,معهد,حاسبات ومعلومات
آثار الفيوم,377.01696,جامعة,آثار
تربية الزقازيق,377.00006,جامعة,تربية
العالي تسويق شعبة تسويق تجمع أول,376.71087,معهد,تسويق
معهد فني صحى طنطا,376.2637,معهد,تمريض
آثار الزقازيق بصان الحجر,375.57281,جامعة,آثار
تربية الفيوم,375.48065,جامعة,تربية
فنون جميلة (فنون) حلوان,375.41452,جامعة,فنون جميلة
معهد عالي علوم الحاسب تجمع خامس بمصروفات,375.15,معهد,حاسبات ومعلومات
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,375.15,معهد,حاسبات ومعلومات
معهد فني صحى الزقازيق,372.62579,معهد,تمريض
فنون جميلة (فنون) المنصورة,372.5875,جامعة,فنون جميلة
ك.ت. فني منشات بحريه بور سعيد,372.54554,جامعة,غير مصنف
تجارة المنصورة,372.43871,جامعة,تجارة
التعليم الصناعي بني سويف,372.34834,جامعة,صناعة
الاعاقة والتأهيل بني سويف,370.54862,جامعة,الإعاقة والتأهيل
تمريض المنوفية بشبين الكوم,370.46724,جامعة,تمريض
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,370.1242,جامعة,تكنولوجيا
التعليم الصناعي حلوان,369.99193,جامعة,صناعة
فنون تطبيقية بني سويف,369.92581,جامعة,طب
العالي للإدارة والحاسب شعبة علوم تجارية برأس البر,368.85357,معهد,حاسبات ومعلومات
معهد فني صحى المنصوره,368.59591,معهد,تمريض
تجارة كفر الشيخ,368.30221,جامعة,تجارة
الأكاديمية الحديثة بالمعادى قسم علوم حاسب,367.9971,جامعة,حاسبات ومعلومات
تمريض بنها,367.73424,جامعة,تمريض
الفراعنة العالي شعبة علوم حاسب سقاره بمصروفات,367.27144,معهد,حاسبات ومعلومات
تربية نوعية القاهرة,367.14839,جامعة,تربية
تجارة الزقازيق,367.08347,جامعة,تجارة
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب,365.51641,معهد,تكنولوجيا
تمريض قناة السويس بالإسماعيلية,364.9,جامعة,تمريض
تربية (تعليم ابتدائي) السويس,364.63548,جامعة,تربية
العالي لنظم الحاسب ونظم المعلومات 6 اكتوبر,363.54793,معهد,حاسبات ومعلومات
تجارة دمياط,362.31863,جامعة,تجارة
تربية المنصورة,361.80979,جامعة,تربية
تجارة دمنهور,361.80923,جامعة,تجارة
معهد فني صحى بور سعيد,361.61253,معهد,تمريض
التعليم الصناعي سوهاج,360.92094,جامعة,صناعة
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شعبة نظم المعلومات الإدارية,360.89729,معهد,تكنولوجيا
تجارة عين شمس,360.05405,جامعة,تجارة
المعهد العالى لتكنولوجيا الادارة والمعلومات بالمنيا شعبة العلوم التجارية تخصص (ادارة اعمال-محاسبة),359.8354,معهد,تكنولوجيا
زراعة القاهرة,359.61505,جامعة,زراعة
تربية رياضية بنين المنوفية بشبين الكوم,359.4223,جامعة,تربية
تجارة انتساب موجه دمياط,358.34915,انتساب,تجارة
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول,354.30834,معهد,حاسبات ومعلومات
تجارة و إدارة أعمال حلوان,352.73136,جامعة,تجارة
تربية كفر الشيخ,351.61801,جامعة,تربية
فنى تمريض الزقازيق بفاقوس,351.575,جامعة,تمريض
معهد طيبة العالي شعبة علوم حاسب سقاره بمصروفات,351.16641,معهد,حاسبات ومعلومات
تجارة بور سعيد,350.29375,جامعة,تجارة
سياحه وفنادق الاقصر,350.14647,جامعة,سياحة وفنادق
تربية دمنهور,348.5,جامعة,تربية
ك.ت. فني للبصريات ابو الريش السيدة زينب,348.43167,جامعة,غير مصنف
آثار جنوب الوادي,348.06198,جامعة,آثار
تربية المنوفية بشبين الكوم,348.04959,جامعة,تربية
نظم معلومات ادارية قطاميه,347.09063,جامعة,حاسبات ومعلومات
تربية الإسكندرية,346.38594,جامعة,تربية
العالي إدارة شعبة نظم كفر الشيخ,346.04,معهد,إدارة
تربية رياضية بنين طنطا,345.22845,جامعة,تربية
الأكاديمية الحديثة بالمعادى نظم معلومات إدارية,343.54958,جامعة,حاسبات ومعلومات
فنى صحي جنوب الوادي,342.82834,جامعة,تمريض
العالي للحاسبات والمعلومات شعبة نظم طنطا,342.11501,معهد,حاسبات ومعلومات
تربية حلوان,341.91071,جامعة,تربية
الفني الصناعى للصناعات المتطورة النهضة اول مدينة السلام القاهرة,341.80089,جامعة,صناعة
فنى تمريض أورام القاهرة,341.48044,جامعة,تمريض
تجارة بنها,340.82903,جامعة,تجارة
تجارة أسوان,340.8125,جامعة,تجارة
العالي إدارة شعبة إدارة ومحاسبة كفر الشيخ,339.00889,معهد,حاسبات ومعلومات
تجارة طنطا,338.51582,جامعة,تجارة
تجارة قناة السويس بالإسماعيلية,337.8897,جامعة,تجارة
تجارة انتساب موجه أسوان,337.19726,انتساب,تجارة
تمريض مطروح,336.83147,جامعة,تمريض
العالي للدراسات المتطوره بالهرم لنظم المعلومات الإدارية,336.29349,معهد,حاسبات ومعلومات
تربية عين شمس,335.175,جامعة,تربية
ك.ت. فني صناعى اسكندرية,334.03243,جامعة,صناعة
معهد فني صحى بنها,333.67167,معهد,تمريض
تربية رياضية بنين المنصورة,333.36294,جامعة,تربية
تربية بور سعيد,332.91634,جامعة,تربية
تربية نوعية كفر الشيخ,332.48438,جامعة,تربية
تربية طنطا,331.88782,جامعة,تربية
مصر العالي شعبة نظم معلومات إدارية المنصورة,330.93834,معهد,حاسبات ومعلومات
مصر العالي بالمنصورة تجارة وحاسبات ش إدارة ومحاسبة,330.57601,معهد,حاسبات ومعلومات
العالي للحاسبات والمعلومات شعبة أعمال دولية طنطا,330.19403,معهد,حاسبات ومعلومات
تربية نوعية دمياط,329.1242,جامعة,تربية
تربية المنيا,326.20019,جامعة,تربية
تجارة المنوفية بشبين الكوم,324.86094,جامعة,تجارة
معهد فني صحى بنى سويف,324.68325,معهد,تمريض
تربية رياضية بنين مدينة السادات,322.70968,جامعة,تربية
فنى تمريض طنطا,322.6255,جامعة,تمريض
تجارة السويس,321.71334,جامعة,تجارة
معهد عالي طيبة إدارة البنوك وأسواق المال سقارة الهرم,321.37087,معهد,إدارة
زراعة و موارد طبيعية أسوان,319.73167,جامعة,طب
تجارة انتساب موجه الإسكندرية,319.48419,انتساب,تجارة
أقتصاد منزلى العريش,319.31284,جامعة,غير مصنف
تربية أسوان,318.70362,جامعة,تربية
تمريض جنوب الوادي,318.57,جامعة,تمريض
معهد سيناء العالى للدراسات النوعية بمدينة العريش ش. لغات (الدراسة للعام الدراسى 2019-2020 بالمقر البديل بالاسماعيلية),318.38809,معهد,غير مصنف
تربية (تعليم ابتدائي) بور سعيد,318.36683,جامعة,تربية
معهد فني صحى امبابة,318.05792,معهد,تمريض
تربية رياضية بنين الإسكندرية,316.45167,جامعة,تربية
زراعة عين شمس,315.2371,جامعة,زراعة
الجزيره العالي حاسب ونظم معلومات ادارية (شعبة نظم) بالمقطم,314.88549,معهد,حاسبات ومعلومات
معهد عالي فنون تطبيقيه 6 اكتوبر,313.27731,معهد,طب
فنى تمريض المنوفية بشبين الكوم,312.58924,جامعة,تمريض
تكنولوجيا وتنمية الزقازيق علوم زراعية,312.54263,جامعة,تكنولوجيا
النيل العالي للعلوم التجارية شعبة محاسبة منصورة,312.45266,معهد,حاسبات ومعلومات
تمريض سوهاج,311.50397,جامعة,تمريض
زراعة المنصورة,311.47215,جامعة,زراعة
زراعة الإسكندرية,311.45667,جامعة,زراعة
حقوق دمياط,310.84392,جامعة,حقوق
الدلتا العالي للحاسبات بالمنصورة لنظم المعلومات الإدارية,307.82242,معهد,حاسبات ومعلومات
زراعة الفيوم,307.69839,جامعة,زراعة
المعهد الفنى للتمريض بالجونة,306.41727,معهد,تمريض
تجارة العريش,305.20867,جامعة,تجارة
المعهد العالي للعلوم التجارية بالمحلة الكبرى,305.16418,معهد,علوم
سياحة وفنادق المنصورة,304.90878,جامعة,سياحة وفنادق
تجارة جنوب الوادي,304.68857,جامعة,تجارة
سياحة وفنادق حلوان بالمنيل,304.19355,جامعة,سياحة وفنادق
تربية (تعليم ابتدائي) المنصورة,303.00056,جامعة,تربية
زراعة دمياط,301.72958,جامعة,زراعة
ك.ت. فني صناعى بور سعيد,301.70565,جامعة,صناعة
فنى تمريض كفر الشيخ,301.08854,جامعة,تمريض
الفني لترميم الآثار بالاقصر,301.01936,جامعة,آثار
حقوق الفيوم,300.44383,جامعة,حقوق
تربية رياضية بنين الزقازيق,300.23405,جامعة,تربية
معهد الألسن العالي بمدينة نصر لنظم المعلومات الادارية,299.47543,معهد,حاسبات ومعلومات
تربية مدينة السادات,299.14822,جامعة,تربية
زراعة طنطا,293.53832,جامعة,زراعة
تمريض المنيا,292.87713,جامعة,تمريض
حقوق سوهاج,292.39834,جامعة,حقوق
تجارة بني سويف,290.96774,جامعة,تجارة
تربية نوعية بور سعيد,290.63579,جامعة,تربية
تربية (تعليم ابتدائي) كفر الشيخ,290.57097,جامعة,تربية
حقوق بور سعيد,289.59667,جامعة,حقوق
فنى تمريض المنصورة,288.84471,جامعة,تمريض
تجارة انتساب موجه المنصورة,288.42458,انتساب,تجارة
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,288.36667,جامعة,تكنولوجيا
معهد الألسن العالي بمدينة نصر شعبة(ادارة - محاسبة - تجارة خارجية),287.5125,معهد,حاسبات ومعلومات
تجارة مدينة السادات,287.06834,جامعة,تجارة
تربية رياضية بنين بني سويف,286.63702,جامعة,تربية
تربية (تعليم ابتدائي) الزقازيق,286.45334,جامعة,تربية
فنى تمريض الزقازيق,285.74355,جامعة,تمريض
تمريض أسيوط,284.9217,جامعة,تمريض
تجارة انتساب موجه الزقازيق,283.46924,انتساب,تجارة
تربية رياضية بنين الفيوم,281.13764,جامعة,تربية
آداب القاهرة,280.98226,جامعة,آداب
تربية بني سويف,278.08799,جامعة,تربية
تجارة انتساب موجه كفر الشيخ,276.55161,انتساب,تجارة
تربية رياضية بنين بور سعيد,269.40968,جامعة,تربية
ك.ت. فني رى وصرف ومساحه المطرية,267.61652,جامعة,غير مصنف
حقوق القاهرة,263.49334,جامعة,حقوق
الزراعة البيئية و الحيوية و التصنيع الغذائي بني سويف,259.66667,جامعة,زراعة
