الكلية,الدرجة,النوع,المجال
الدراسات الاقتصادية و العلوم السياسة الإسكندرية,391.55,جامعة,علوم سياسية
طب بيطري كفر الشيخ,391.55,جامعة,طب بيطري
كلية تكنولوجيا الصناعة و الطاقة بالقاهرة جامعة مصر الدولية التكنولوجية,391.55,جامعة,تكنولوجيا
طب بيطري أسوان,387.45,جامعة,طب بيطري
طب بيطري أسيوط,387.45,جامعة,طب بيطري
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,387.358889,معهد,هندسة
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,387.262418,جامعة,هندسة
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,385.4,جامعة,هندسة
سياسة واقتصاد السويس,385.4,جامعة,علوم سياسية
طب بيطري قناة السويس بالإسماعيلية,385.4,جامعة,طب بيطري
معهد المنصورة العالى للهندسة والتكنولوجيا,385.4,معهد,هندسة
إعلام عين شمس,385.4,جامعة,إعلام
طب بيطري دمنهور,384.029984,جامعة,طب بيطري
العالي للهندسة والتكنولوجيا التجمع الخامس,383.35,معهد,هندسة
طب بيطري العريش,383.35,جامعة,طب بيطري
طب بيطري مدينة السادات,381.3,جامعة,طب بيطري
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,380.345343,معهد,هندسة
طب بيطري الوادي الجديد,380.335294,جامعة,طب بيطري
ألسن قناة السويس بالإسماعيلية,379.25,جامعة,ألسن
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,379.058399,معهد,هندسة
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,379.032941,معهد,هندسة
طب بيطري جنوب الوادي,377.410694,جامعة,طب بيطري
العلوم الصحية التطبيقية بني سويف,377.2,جامعة,طب
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,375.190196,معهد,هندسة
طب بيطري سوهاج,375.15,جامعة,طب بيطري
ألسن عين شمس,374.427141,جامعة,ألسن
المعهد العالى للهندسه والتكنولوجيا بالمنزله,373.678824,معهد,هندسة
طب بيطري بني سويف,373.384722,جامعة,طب بيطري
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,371.05,جامعة,تكنولوجيا
تمريض المنصورة,371.05,جامعة,تمريض
تمريض القاهرة,371.05,جامعة,تمريض
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,371.05,معهد,هندسة
طب بيطري مطروح,369.0,جامعة,طب بيطري
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,368.083529,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بطنطا,367.351291,معهد,هندسة
ألسن الفيوم,367.066234,جامعة,ألسن
معهد عالي هندسه مدينه الشروق بمصروفات,362.85,معهد,هندسة
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,361.974479,معهد,هندسة
حقوق المنيا,360.8,جامعة,حقوق
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,360.8,جامعة,تكنولوجيا
تمريض حلوان,360.8,جامعة,تمريض
تمريض دمياط,359.504514,جامعة,تمريض
مصر العالي هندسة وتكنولوجيا منصورة,358.845801,معهد,هندسة
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب,358.219412,جامعة,حاسبات ومعلومات
معهد طيبة العالي للهندسه بالمعادى بمصروفات,356.7,معهد,هندسة
تجارة انتساب موجه الزقازيق,356.7,انتساب,تجارة
تمريض بور سعيد,356.7,جامعة,تمريض
تكنولوجيا الادارة ونظم المعلومات بور سعيد,356.495,جامعة,تكنولوجيا
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ,354.65,معهد,تكنولوجيا
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية علوم,352.6,جامعة,تكنولوجيا
معهد عالي هندسة وتكنولوجيا العريش,352.429167,معهد,هندسة
التكنولوجيا والتعليم الصناعي حلوان,352.34375,جامعة,تكنولوجيا
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,350.55,جامعة,تكنولوجيا
معهد عالي كندي تكنولوجيا هندسة ت.خامس,350.55,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,350.379167,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,349.852431,معهد,هندسة
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,348.638007,معهد,هندسة
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,348.5,جامعة,تكنولوجيا
تجارة انتساب موجه قناة السويس بالإسماعيلية,348.5,انتساب,تجارة
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة,348.04277,معهد,حاسبات ومعلومات
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,346.45,معهد,هندسة
تمريض عين شمس,344.4,جامعة,تمريض
تجارة انتساب موجه الإسكندرية,344.4,انتساب,تجارة
ألسن بني سويف,344.4,جامعة,ألسن
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,344.4,معهد,هندسة
علوم القاهرة,339.058611,جامعة,علوم
المعهد العالي للهندسة بمدينة 15 مايو,338.25,معهد,هندسة
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,338.25,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,338.25,معهد,هندسة
معهد المدينة العالي للهندسة والتكنولوجيا طريق سقارة الهرم,338.032606,معهد,هندسة
تمريض طنطا,336.832083,جامعة,تمريض
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,335.875752,معهد,هندسة
تجارة انتساب موجه القاهرة,331.955294,انتساب,تجارة
تمريض الإسكندرية,325.95,جامعة,تمريض
تجارة انتساب موجه المنصورة,324.768235,انتساب,تجارة
معهد رايه العالى للاداره والتجاره الخارجيه شعبة نظم معلومات,324.339477,معهد,حاسبات ومعلومات
تمريض المنوفية بشبين الكوم,318.793758,جامعة,تمريض
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,316.251356,معهد,هندسة
المعهد الكندى العالى للحاسب الالى بالتجمع الخامس,315.508734,معهد,حاسبات ومعلومات
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,315.261863,معهد,هندسة
معهد عالي هندسة وتكنولوجيا كفر الشيخ,314.855547,معهد,هندسة
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات,312.197723,معهد,تكنولوجيا
الفراعنة العالي إدارة أعمال,311.449935,معهد,إدارة أعمال
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,309.485351,معهد,هندسة
معهد الاسكندرية العالى للإعلام بسموحة,303.405359,معهد,إعلام
المجمع التكنولوجي المتكامل بالسلام,300.710205,جامعة,تكنولوجيا
تجارة القاهرة,299.602475,جامعة,تجارة
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,298.275,جامعة,هندسة
حقوق انتساب موجه القاهرة,295.888693,انتساب,حقوق
المعهد العالى للهندسة ببلبيس,288.921708,معهد,هندسة
تجارة انتساب موجه دمياط,288.025,انتساب,تجارة
المعهد التكنولوجى العالى ببنى سويف,286.098938,معهد,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,283.336462,معهد,هندسة
تجارة انتساب موجه كفر الشيخ,275.672075,انتساب,تجارة
آداب انتساب موجه المنصورة,267.483185,انتساب,آداب
