الكلية,الدرجة,النوع,المجال
الدراسات الاقتصادية و العلوم السياسة الإسكندرية,405.9,جامعة,علوم سياسية
سياسة واقتصاد السويس,405.9,جامعة,علوم سياسية
طب بيطري دمنهور,405.9,جامعة,طب بيطري
فنون جميلة (عمارة) الإسكندرية,405.9,جامعة,فنون جميلة
طب بيطري أسوان,405.9,جامعة,طب بيطري
سياسة واقتصاد بني سويف,405.833862,جامعة,علوم سياسية
طب بيطري مدينة السادات,405.792105,جامعة,طب بيطري
تكنولوجيا العلوم الصحية التطبيقية بني سويف,405.775758,جامعة,طب
طب بيطري المنيا,405.763333,جامعة,طب بيطري
طب بيطري قناة السويس بالإسماعيلية,405.701613,جامعة,طب بيطري
طب بيطري مطروح,405.651515,جامعة,طب بيطري
طب بيطري بني سويف,405.635484,جامعة,طب بيطري
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,405.626667,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,405.503226,معهد,هندسة
طب بيطري الوادي الجديد,405.421667,جامعة,طب بيطري
طب بيطري العريش,405.421667,جامعة,طب بيطري
ألسن الفيوم,405.08,جامعة,ألسن
إعلام عين شمس,403.85,جامعة,إعلام
علوم البترول والتعدين مطروح,403.85,جامعة,هندسة بترول
الملاحة وتكنولوجيا الفضاء بني سويف,403.85,جامعة,الملاحة والفضاء
إعلام المنوفية,403.85,جامعة,إعلام
ألسن عين شمس,403.85,جامعة,ألسن
علوم القاهرة,403.85,جامعة,علوم
علوم دمنهور,403.85,جامعة,علوم
ألسن بني سويف,403.742105,جامعة,ألسن
تمريض القاهرة,403.713333,جامعة,تمريض
ألسن أسوان,403.453226,جامعة,ألسن
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,403.08125,معهد,هندسة
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,402.961667,معهد,تكنولوجيا
إعلام جنوب الوادي,402.938889,جامعة,إعلام
علوم بنات عين شمس,401.8,جامعة,علوم
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,401.8,معهد,هندسة
علوم سوهاج,401.8,جامعة,علوم
فنون جميلة (عمارة) أسيوط,401.8,جامعة,فنون جميلة
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,401.671875,معهد,هندسة
ألسن جنوب الوادي فرع الغردقة,401.469355,جامعة,ألسن
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,401.458333,جامعة,تكنولوجيا
علوم البترول والتعدين مطروح - علوم,401.2875,جامعة,هندسة بترول
إعلام وتكنولوجيا اتصال السويس,401.2875,جامعة,تكنولوجيا
ألسن الأقصر,400.911667,جامعة,ألسن
المعهد العالى للهندسة والتكنولوجيا بطنطا,400.775,معهد,هندسة
علوم كفر الشيخ,400.023333,جامعة,علوم
الاعاقة والتأهيل الزقازيق,399.75,جامعة,الإعاقة والتأهيل
دار العلوم القاهرة,399.75,جامعة,علوم
تمريض دمياط,399.75,جامعة,تمريض
ألسن المنيا,399.545,جامعة,ألسن
التكنولوجيا والتعليم الصناعي حلوان,398.793333,جامعة,تكنولوجيا
ألسن سوهاج,397.7,جامعة,ألسن
المعهد العالي للهندسة بمدينة 15 مايو,397.7,معهد,هندسة
علوم الإسكندرية,397.592102,جامعة,علوم
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,397.586111,معهد,هندسة
علوم عين شمس,395.513333,جامعة,علوم
فنون تطبيقية طنطا,393.6,جامعة,طب
علوم حلوان,393.269355,جامعة,علوم
تمريض طنطا,391.55,جامعة,تمريض
فنون تطبيقية حلوان,391.29375,جامعة,طب
تمريض عين شمس,390.866667,جامعة,تمريض
علوم طنطا,390.638889,جامعة,علوم
تمريض المنصورة,390.046667,جامعة,تمريض
علوم بنها,389.5,جامعة,علوم
علوم المنصورة,387.45,جامعة,علوم
علوم الزقازيق,386.835,جامعة,علوم
معهد فني صحى الزقازيق,386.22,معهد,تمريض
مصر العالي هندسة وتكنولوجيا منصورة,386.193548,معهد,هندسة
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,385.4,معهد,هندسة
تمريض حلوان,385.195,جامعة,تمريض
علوم المنوفية بشبين الكوم,383.35,جامعة,علوم
آثار القاهرة,383.35,جامعة,آثار
علوم الفيوم,383.085484,جامعة,علوم
معهد عالي فنون تطبيقيه 6 اكتوبر,382.598333,معهد,طب
علوم بور سعيد,382.598333,جامعة,علوم
تربية عين شمس,380.005263,جامعة,تربية
أقتصاد منزلى بنات عين شمس,379.25,جامعة,غير مصنف
تمريض الزقازيق,377.131667,جامعة,تمريض
المعهد الكندى العالى للهندسة 6 اكتوبر,376.65332,معهد,هندسة
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,376.175,جامعة,تكنولوجيا
تربية نوعية فنية سوهاج,375.765,جامعة,تربية
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,373.168333,معهد,حاسبات ومعلومات
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,372.348333,معهد,هندسة
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,372.143333,معهد,هندسة
علوم دمياط,371.87,جامعة,علوم
علوم بني سويف,371.05,جامعة,علوم
تمريض قناة السويس بالإسماعيلية,370.776667,جامعة,تمريض
تمريض المنوفية بشبين الكوم,370.28125,جامعة,تمريض
علوم أسوان,370.078947,جامعة,علوم
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,369.615,معهد,هندسة
علوم أسيوط,369.615,جامعة,علوم
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,368.726667,معهد,هندسة
علوم قناة السويس بالإسماعيلية,368.043335,جامعة,علوم
علوم الارض بني سويف,367.428333,جامعة,علوم
علوم السويس,367.291667,جامعة,علوم
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,366.95,جامعة,تكنولوجيا
كلية تكنولوجيا العلوم الصحية ج أسيوط التكنولوجية,366.676667,جامعة,تكنولوجيا
تربية (طفولة) كفر الشيخ,366.266667,جامعة,تربية
تكنولوجيا الادارة ونظم المعلومات بور سعيد,365.31,جامعة,تكنولوجيا
علوم المنيا,364.651515,جامعة,علوم
تربية بنها,362.85,جامعة,تربية
علوم العريش,362.320968,جامعة,علوم
تربية الزقازيق,360.936667,جامعة,تربية
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,360.116667,معهد,هندسة
فنون جميلة (فنون) المنصورة,359.397368,جامعة,فنون جميلة
تربية الإسكندرية,357.52,جامعة,تربية
الاعاقة والتأهيل بني سويف,356.7,جامعة,الإعاقة والتأهيل
الكلية المصرية الكورية لتكنولوجيا الصناعة و الطاقة ج بنى سويف التكنولوجية,356.016667,جامعة,تكنولوجيا
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,355.401667,معهد,هندسة
تمريض كفر الشيخ,355.06,جامعة,تمريض
دار العلوم الفيوم,354.855011,جامعة,علوم
آثار عين شمس,352.6,جامعة,آثار
تمريض دمنهور,352.258333,جامعة,تمريض
تمريض بنها,351.233333,جامعة,تمريض
تمريض الإسكندرية,350.686667,جامعة,تمريض
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,350.483871,جامعة,هندسة
تمريض الفيوم,344.878333,جامعة,تمريض
معهد المنصورة العالى للهندسة والتكنولوجيا,344.848438,معهد,هندسة
تمريض أسوان,344.263333,جامعة,تمريض
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,344.195,معهد,هندسة
التكنولوجيا والتعليم الصناعي السويس,343.033333,جامعة,تكنولوجيا
علوم الوادي الجديد,341.598333,جامعة,علوم
تمريض مطروح,340.71,جامعة,تمريض
معهد فني صحى طنطا,339.821667,معهد,تمريض
تربية بنات عين شمس,338.045,جامعة,تربية
تربية العريش,336.951667,جامعة,تربية
كلية تكنولوجيا الصناعة و الطاقة بالقاهرة جامعة مصر الدولية التكنولوجية,329.5375,جامعة,تكنولوجيا
تمريض بني سويف,314.743333,جامعة,تمريض
علوم جنوب الوادي,309.657895,جامعة,علوم
تمريض المنيا,309.208333,جامعة,تمريض
تمريض أسيوط,301.76,جامعة,تمريض
