الكلية, الحد الأدنى
علوم بنات عين شمس,404.403091
إعلام المنوفية,404.123334
علوم حلوان,403.85
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,403.85
الاعاقة والتأهيل بني سويف,403.85
المعهد العالي للهندسة بمدينة 15 مايو,403.85
تكنولوجيا الادارة ونظم المعلومات بور سعيد,403.85
فنون جميلة (فنون) الإسكندرية,403.85
علوم عين شمس,403.85
فنون جميلة (فنون) حلوان,403.85
علوم المنوفية بشبين الكوم,403.830288
علوم بنها,403.830288
علوم بني سويف,403.698732
علوم الزقازيق,403.576666
علوم بور سعيد,403.529688
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,403.525417
علوم قناة السويس بالإسماعيلية,403.508334
المعهد العالى للهندسة والتكنولوجيا بطنطا,403.501179
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,403.44
علوم السويس,403.302238
علوم أسوان,402.893334
علوم دمياط,402.791928
المعهد الكندى العالى للهندسة 6 اكتوبر,402.474208
معهد المنصورة العالى للهندسة والتكنولوجيا,402.148894
علوم أسيوط,402.096696
علوم العريش,402.015002
علوم المنيا,401.829567
عالى هندسة وتكنولوجيا بسوهاج,401.8
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,401.8
فنون تطبيقية حلوان,401.8
فنون جميلة (فنون) أسيوط,401.8
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,401.8
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,401.8
علوم الوادي الجديد,401.8
المعهد العالى للهندسة بالمنيا,401.799562
تربية طفولة مبكرة أسيوط,401.68611
علوم جنوب الوادي,401.665961
فنون تطبيقية دمياط,401.663334
فنون تطبيقية بنها,401.655741
معهد عالي هندسه 6 اكتوبر بمصروفات,401.595
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,401.595
تربية السويس,401.445192
علوم سوهاج,401.394162
آثار الزقازيق بصان الحجر,401.339261
هندسة الجامعة المصرية اليابانية,401.312614
فنون جميلة (فنون) المنيا,401.120974
تربية الإسكندرية,400.984745
التكنولوجيا والتعليم الصناعي بني سويف,400.708419
تمريض كفر الشيخ,400.688124
زراعة و موارد طبيعية أسوان,400.501666
علوم الارض بني سويف,400.212903
فنون تطبيقية بني سويف,399.75
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,399.75
تمريض القاهرة,399.75
فنون جميلة (عمارة) الإسكندرية,399.695903
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,399.568727
المعهد العالي للغات بالمنصورة,399.545
فنون جميلة (فنون) الأقصر,399.493677
أكاديمية اخبار اليوم 6 أكتوبر علوم إدارية إنجليزي,399.446297
معهد عالي هندسة وتكنولوجيا كفر الشيخ,399.408334
التكنولوجيا والتعليم الصناعي حلوان,399.40461
تربية بنات عين شمس,399.370371
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,399.315689
تربية كفر الشيخ,399.116091
مصر العالي هندسة وتكنولوجيا منصورة,398.998334
تربية بور سعيد,398.97468
تمريض عين شمس,398.896782
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,398.73252
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,398.71843
التكنولوجيا والتعليم الصناعي السويس,398.559058
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,397.7
تربية المنيا,397.7
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,397.7
علوم جامعة العلوم والتكنولوجيا زويل,397.7
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,397.7
تمريض طنطا,397.7
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,397.608817
تربية عين شمس,397.495
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,397.434259
دار العلوم القاهرة,397.128731
تجارة دمياط,397.105514
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,396.84795
تربية الفيوم,396.6869
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,396.675
إعلام القاهرة,396.481681
تمريض المنصورة,396.255436
تربية الزقازيق,396.21083
تربية (طفولة) عين شمس,396.210027
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,395.855
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,395.68789
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,395.65
آثار القاهرة,395.65
تربية نوعية فنية الإسكندرية,395.58101
معهد عالي هندسه مدينه الشروق بمصروفات,395.498149
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,395.376666
إعلام بني سويف,395.00463
تربية (طفولة) حلوان رياض أطفال,394.898334
العالي للحاسب الآلي ونظم المعلومات الإدارية بأبي قير,394.84263
آثار الفيوم,394.761666
معهد فني صحى الزقازيق,394.625
معهد طيبة العالي للهندسه بالمعادى بمصروفات,394.625
معهد فني صحى المنصوره,394.443216
تربية طنطا,394.321297
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,394.228361
تربية (تعليم ابتدائي) بور سعيد,394.168788
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,394.146666
تجارة القاهرة,394.146666
مصر العالي شعبة نظم معلومات إدارية المنصورة,393.6
آثار أسوان,393.6
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,393.497939
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,393.48611
تكنولوجيا المصايد والاسماك أسوان,393.431941
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,393.137097
تمريض حلوان,392.438334
المجمع التكنولوجى المتكامل بالاميرية,392.042059
تربية المنصورة,391.55
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,391.494297
آثار و لغات مطروح,391.481666
ع.دولى اعلام مدينةالشروق,391.398149
المعهد العالى للهندسة الالكترونية بلبيس,391.322223
معهد عالي فنون تطبيقيه 6 اكتوبر,391.151901
تربية رياضية بنات حلوان بالجزيرة,391.081012
معهد فني صحى طنطا,391.071666
مركز التكنولوجيا المتميز بوزارة الصناعة والتجارة الخارجية,390.525
معهد عالي فنون تطبيقيه التجمع الخامس,390.425807
زراعة القاهرة,390.251666
إعلام جنوب الوادي,389.860575
تربية بنها,389.708942
تجارة الإسكندرية,389.377205
العالي حاسب وادارة ش نظم المعلومات الإدارية الزرقا دمياط,388.588013
عالي هندسة بلبيس,388.543334
تجارة المنصورة,388.338334
النيل العالي للعلوم التجارية شعبة نظم منصورة,388.246273
تربية المنوفية بشبين الكوم,388.162462
آثار دمياط,387.45
فنى تمريض كفر الشيخ,386.561666
تربية (طفولة) الإسكندرية,386.522609
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,386.083334
آثار الأقصر,386.079464
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,385.895709
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,385.756487
علوم ثروة سمكية و مصايد كفر الشيخ,385.4
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,384.716667
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,384.400626
تجارة عين شمس,384.154303
تجارة الزقازيق,383.465933
آثار جنوب الوادي,383.35
تربية مدينة السادات,383.148651
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,382.871666
تربية دمنهور,382.276159
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,382.200963
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,382.069407
تربية (تعليم ابتدائي) المنصورة,381.837468
التكنولوجيا والتعليم الصناعي سوهاج,381.733361
تربية (طفولة) كفر الشيخ,381.3
آثار سوهاج,381.173992
تربية نوعية القاهرة,381.019877
تربية نوعية الإسكندرية,380.637546
العالي للدراسات النوعية واللغات جيزه,380.344137
تربية حلوان,379.743446
تمريض الإسكندرية,379.728334
العالي للغات 6 اكتوبر,379.62963
تربية طفولة مبكرة دمنهور,377.630953
تجارة انتساب موجه المنصورة,377.615184
تجارة طنطا,377.2
تربية نوعية فنية كفر الشيخ,376.710204
تجارة قناة السويس بالإسماعيلية,376.624861
تجارة كفر الشيخ,376.592593
تربية أسيوط,375.938461
تربية (تعليم ابتدائي) الزقازيق,375.797369
تمريض بني سويف,375.628334
تربية (طفولة) دمياط رياض أطفال,375.281313
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,374.849581
ثروة سمكية السويس,374.646553
تجارة و إدارة أعمال حلوان,374.52259
العالي للحاسبات والمعلومات شعبة نظم طنطا,374.390742
تربية طفولة مبكرة المنوفية,374.000088
تربية طفولة مبكرة الزقازيق,373.634913
زراعة عين شمس,373.080581
معهد عالي كندي تكنولوجيا هندسة ت.خامس,373.024074
الدلتا العالي للحاسبات بالمنصورة لنظم المعلومات الإدارية,372.851124
آداب القاهرة,371.911612
تربية (تعليم ابتدائي) الإسكندرية,371.05
تمريض الزقازيق,370.776666
تربية طفولة مبكرة بور سعيد,369.639237
تجارة بنها,369.615
العالي للعلوم الادارية والتجارة الخارجية نظم تجمع خامس,369.519071
تجارة بور سعيد,369.348748
تمريض دمنهور,368.911298
تجارة انتساب موجه دمياط,368.785729
تربية طفولة مبكرة المنصورة,368.59
تربية (طفولة) قناة السويس بالإسماعيلية,368.345358
العالي للحاسبات بمدينة الشروق شعبة إدارة ومحاسبة,368.299146
تربية (طفولة) السويس,368.248334
تجارة المنوفية بشبين الكوم,368.134298
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,366.335
تربية نوعية طنطا,366.103032
معهد فني صحى بنها,365.595745
تربية قناة السويس بالإسماعيلية,364.976802
أقتصاد منزلى بنات عين شمس,363.945086
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول رياضة,363.84
تربية (طفولة) طنطا,363.445161
تجارة السويس,361.62
تجارة أسوان,360.608725
ك.ت. فني للبصريات ابو الريش السيدة زينب,360.537399
تربية طفولة مبكرة مدينة السادات,360.29356
تمريض المنوفية بشبين الكوم,359.411291
تربية (تعليم ابتدائي) الفيوم,359.082248
معهد فني صحى بنى سويف,359.049177
معهد عالي هندسة وتكنولوجيا العريش,359.023334
سياحة وفنادق الإسكندرية,358.100409
تربية طفولة مبكرة الإسكندرية,357.305435
فنى تمريض طنطا,356.481786
تمريض بور سعيد,355.902267
تجارة انتساب موجه القاهرة,354.841713
تربية نوعية بور سعيد,354.818204
تربية رياضية بنات بنها,353.892566
تربية نوعية أسيوط,353.438763
تربية (تعليم ابتدائي) كفر الشيخ,352.211756
تجارة دمنهور,351.887684
زراعة المنصورة,351.444028
المعهد التكنولجى العالى للعلوم الصحية التطبيقية بمدينة بدر (2+2),351.411102
آداب المنصورة,350.363982
تربية طفولة مبكرة الفيوم,349.647358
تربية (تعليم ابتدائي) عين شمس,349.616112
تمريض المنيا,349.046666
تجارة بني سويف,348.868387
معهد فني صحى امبابة,348.432543
معهد القناة العالى للهندسة بالسويس,348.380416
تربية (تعليم ابتدائي) قناة السويس بالإسماعيلية,347.737018
تربية نوعية فنية دمياط,346.849123
سياحة وفنادق حلوان بالمنيل,345.927644
آداب الفيوم,345.557578
تربية جنوب الوادي بالغردقة,345.156996
العالي للاعلام وفنون الاتصال 6 اكتوبر,345.015072
ع.كندى تكنو.اعلام ت.خامس,344.628507
تربية جنوب الوادي,344.4
تجارة العريش,343.979269
العبور العالي ك21 بطريق بلبيس شعبة اداره,343.648334
أكاديمية باخباراليوم تكنولوجيا صحافة 6اكتوبر,342.399206
تربية (تعليم ابتدائي) حلوان,340.81834
العالي للدراسات المتطوره بالهرم لنظم المعلومات الإدارية,340.026666
تربية (تعليم ابتدائي) طنطا,337.813061
تجارة انتساب موجه الإسكندرية,337.242084
تربية طفولة مبكرة القاهرة,336.193867
تمريض قناة السويس بالإسماعيلية,336.063334
العالي للسياحه والفنادق بالسيوف بالأسكندرية لنظم المعلومات الإدارية,335.896662
معهد فني صحى الاسكندريه,335.19128
تربية نوعية المنصورة,334.680824
تربية نوعية عين شمس,332.935184
المعهد الكندى العالى للادارة 6 اكتوبر,330.201049
حقوق المنيا,328.558933
تجارة أسيوط,323.968334
تجارة و إدارة أعمال انتساب موجه حلوان,321.567104
دار العلوم انتساب موجه القاهرة,312.682455
تجارة جنوب الوادي,311.144445
العالي الكندي تكنولوجيا إدارة تجمع خامس,310.421615
تربية نوعية كفر الشيخ,304.427408
تربية طفولة مبكرة مطروح,301.903626
تجارة انتساب موجه كفر الشيخ,300.987454
زراعة الإسكندرية,290.301172
العالي الدولى للغات والترجمة تجمع خامس,289.90351
تجارة مدينة السادات,289.57002
تربية نوعية دمياط,287.751666
فنى صحي جنوب الوادي,286.792081
الاكاديمية الدولية للهندسة وعلوم الاعلام (شعبة ادارة الاعمال),282.227555
تربية (تعليم ابتدائي) المنيا,270.533871
