الكلية, الحد الأدنى
المعهد العالى للهندسة والتكنولوجيا بطنطا,399.75
معهد عالي هندسه مدينه الشروق بمصروفات,399.75
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,399.75
ألسن المنيا,399.75
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,399.73029
معهد المنصورة العالى للهندسة والتكنولوجيا,399.53036
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,399.34
معهد عالي هندسة وتكنولوجيا كفر الشيخ,399.31842
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,399.06667
معهد عالي هندسة وتكنولوجيا العريش,398.725
علوم الفيوم,398.64615
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,398.315
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,398.27656
فنون تطبيقية حلوان,398.09677
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,398.09677
المعهد العالى للهندسة الالكترونية بلبيس,397.77321
علوم الإسكندرية,397.7
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,397.7
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,397.7
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,397.66058
علوم كفر الشيخ,397.495
المعهد الكندى العالى للهندسة 6 اكتوبر,397.21256
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,397.10077
علوم حلوان,397.09091
علوم بور سعيد,396.81167
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,396.62417
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,396.59165
المعهد العالي للهندسة بمدينة 15 مايو,396.02184
علوم الزقازيق,395.84753
علوم عين شمس,395.71613
معهد عالي هندسه 6 اكتوبر بمصروفات,395.6928
معهد عالي تكنولوجيا بصريات مصر الجديدة بمصروفات.,395.65
علوم المنصورة,395.65
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,395.65
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,395.57721
علوم طنطا,395.54947
مركز التكنولوجيا المتميز بوزارة الصناعة والتجارة الخارجية,395.41346
تمريض طنطا,395.40952
تمريض كفر الشيخ,395.1871
آثار أسوان,395.17167
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,395.17167
علوم بنها,394.90321
العالي للهندسة والتكنولوجيا التجمع الخامس,394.88519
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,394.61866
إعلام وتكنولوجيا اتصال السويس,394.45968
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,394.36297
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,394.0704
علوم قناة السويس بالإسماعيلية,394.00535
معهد عالي كندي تكنولوجيا هندسة ت.خامس,393.91172
عالى هندسة وتكنولوجيا بسوهاج,393.6
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,393.58029
الاعاقة والتأهيل الزقازيق,393.53167
تمريض القاهرة,393.35163
علوم ثروة سمكية و مصايد كفر الشيخ,393.19732
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,393.19
علوم المنوفية بشبين الكوم,393.07652
علوم سوهاج,393.07117
عالي هندسة بلبيس,392.93811
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,392.71167
علوم العريش,392.15768
علوم السويس,391.94677
علوم بني سويف,391.55
معهد طيبة العالي للهندسه بالمعادى بمصروفات,391.55
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات,391.55
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,391.55
تمريض عين شمس,391.47383
معهد القناة العالى للهندسة بالسويس,391.28981
تمريض الإسكندرية,391.27667
الاستزراع المائي و المصايد البحرية العريش,391.26721
المجمع التكنولوجى المتكامل بالاميرية,391.21936
علوم أسوان,391.07167
تمريض المنصورة,390.95865
علوم الوادي الجديد,390.86667
تمريض حلوان,390.80293
علوم دمياط,390.6242
آثار دمياط,390.38702
المجمع التكنولوجي المتكامل بالسلام,390.37857
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,390.02903
علوم المنيا,389.705
علوم جنوب الوادي,389.59025
علوم أسيوط,389.5
العالي للدراسات المتطورة بالقطامية شعبة نظم معلومات إدارية,389.15834
تمريض بني سويف,388.68
تمريض دمنهور,388.08724
المعهد العالى لتكنولوجيا الادارة والمعلومات بالمنيا شعبة نظم المعلومات الادارية,387.49435
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب,387.26359
فنون تطبيقية بنها,387.25049
سياحة وفنادق الإسكندرية,387.12786
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,387.11936
سياحة وفنادق مطروح,387.11936
تكنولوجيا المصايد والاسماك أسوان,386.76812
آثار و لغات مطروح,386.27716
تجارة الإسكندرية,384.375
ثروة سمكية السويس,383.94516
تمريض بور سعيد,383.69167
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات,383.35
آثار الأقصر,383.35
إعلام القاهرة,382.80334
تجارة القاهرة,381.915
فنون تطبيقية دمياط,381.32435
التعليم الصناعي السويس,381.18652
تربية السويس,380.13834
النيل العالي للعلوم التجارية شعبة نظم منصورة,380.04355
آثار القاهرة,380.00073
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات,379.90569
تمريض الزقازيق,378.29334
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ,378.06759
تمريض الفيوم,377.72903
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات,377.24378
آثار الفيوم,377.01696
تربية الزقازيق,377.00006
العالي تسويق شعبة تسويق تجمع أول,376.71087
معهد فني صحى طنطا,376.2637
آثار الزقازيق بصان الحجر,375.57281
تربية الفيوم,375.48065
فنون جميلة (فنون) حلوان,375.41452
معهد عالي علوم الحاسب تجمع خامس بمصروفات,375.15
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,375.15
معهد فني صحى الزقازيق,372.62579
فنون جميلة (فنون) المنصورة,372.5875
ك.ت. فني منشات بحريه بور سعيد,372.54554
تجارة المنصورة,372.43871
التعليم الصناعي بني سويف,372.34834
الاعاقة والتأهيل بني سويف,370.54862
تمريض المنوفية بشبين الكوم,370.46724
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,370.1242
التعليم الصناعي حلوان,369.99193
فنون تطبيقية بني سويف,369.92581
العالي للإدارة والحاسب شعبة علوم تجارية برأس البر,368.85357
معهد فني صحى المنصوره,368.59591
تجارة كفر الشيخ,368.30221
الأكاديمية الحديثة بالمعادى قسم علوم حاسب,367.9971
تمريض بنها,367.73424
الفراعنة العالي شعبة علوم حاسب سقاره بمصروفات,367.27144
تربية نوعية القاهرة,367.14839
تجارة الزقازيق,367.08347
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب,365.51641
تمريض قناة السويس بالإسماعيلية,364.9
تربية (تعليم ابتدائي) السويس,364.63548
العالي لنظم الحاسب ونظم المعلومات 6 اكتوبر,363.54793
تجارة دمياط,362.31863
تربية المنصورة,361.80979
تجارة دمنهور,361.80923
معهد فني صحى بور سعيد,361.61253
التعليم الصناعي سوهاج,360.92094
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شعبة نظم المعلومات الإدارية,360.89729
تجارة عين شمس,360.05405
المعهد العالى لتكنولوجيا الادارة والمعلومات بالمنيا شعبة العلوم التجارية تخصص (ادارة اعمال-محاسبة),359.8354
زراعة القاهرة,359.61505
تربية رياضية بنين المنوفية بشبين الكوم,359.4223
تجارة انتساب موجه دمياط,358.34915
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول,354.30834
تجارة و إدارة أعمال حلوان,352.73136
تربية كفر الشيخ,351.61801
فنى تمريض الزقازيق بفاقوس,351.575
معهد طيبة العالي شعبة علوم حاسب سقاره بمصروفات,351.16641
تجارة بور سعيد,350.29375
سياحه وفنادق الاقصر,350.14647
تربية دمنهور,348.5
ك.ت. فني للبصريات ابو الريش السيدة زينب,348.43167
آثار جنوب الوادي,348.06198
تربية المنوفية بشبين الكوم,348.04959
نظم معلومات ادارية قطاميه,347.09063
تربية الإسكندرية,346.38594
العالي إدارة شعبة نظم كفر الشيخ,346.04
تربية رياضية بنين طنطا,345.22845
الأكاديمية الحديثة بالمعادى نظم معلومات إدارية,343.54958
فنى صحي جنوب الوادي,342.82834
العالي للحاسبات والمعلومات شعبة نظم طنطا,342.11501
تربية حلوان,341.91071
الفني الصناعى للصناعات المتطورة النهضة اول مدينة السلام القاهرة,341.80089
فنى تمريض أورام القاهرة,341.48044
تجارة بنها,340.82903
تجارة أسوان,340.8125
العالي إدارة شعبة إدارة ومحاسبة كفر الشيخ,339.00889
تجارة طنطا,338.51582
تجارة قناة السويس بالإسماعيلية,337.8897
تجارة انتساب موجه أسوان,337.19726
تمريض مطروح,336.83147
العالي للدراسات المتطوره بالهرم لنظم المعلومات الإدارية,336.29349
تربية عين شمس,335.175
ك.ت. فني صناعى اسكندرية,334.03243
معهد فني صحى بنها,333.67167
تربية رياضية بنين المنصورة,333.36294
تربية بور سعيد,332.91634
تربية نوعية كفر الشيخ,332.48438
تربية طنطا,331.88782
مصر العالي شعبة نظم معلومات إدارية المنصورة,330.93834
مصر العالي بالمنصورة تجارة وحاسبات ش إدارة ومحاسبة,330.57601
العالي للحاسبات والمعلومات شعبة أعمال دولية طنطا,330.19403
تربية نوعية دمياط,329.1242
تربية المنيا,326.20019
تجارة المنوفية بشبين الكوم,324.86094
معهد فني صحى بنى سويف,324.68325
تربية رياضية بنين مدينة السادات,322.70968
فنى تمريض طنطا,322.6255
تجارة السويس,321.71334
معهد عالي طيبة إدارة البنوك وأسواق المال سقارة الهرم,321.37087
زراعة و موارد طبيعية أسوان,319.73167
تجارة انتساب موجه الإسكندرية,319.48419
أقتصاد منزلى العريش,319.31284
تربية أسوان,318.70362
تمريض جنوب الوادي,318.57
معهد سيناء العالى للدراسات النوعية بمدينة العريش ش. لغات (الدراسة للعام الدراسى 2019-2020 بالمقر البديل بالاسماعيلية),318.38809
تربية (تعليم ابتدائي) بور سعيد,318.36683
معهد فني صحى امبابة,318.05792
تربية رياضية بنين الإسكندرية,316.45167
زراعة عين شمس,315.2371
الجزيره العالي حاسب ونظم معلومات ادارية (شعبة نظم) بالمقطم,314.88549
معهد عالي فنون تطبيقيه 6 اكتوبر,313.27731
فنى تمريض المنوفية بشبين الكوم,312.58924
تكنولوجيا وتنمية الزقازيق علوم زراعية,312.54263
النيل العالي للعلوم التجارية شعبة محاسبة منصورة,312.45266
تمريض سوهاج,311.50397
زراعة المنصورة,311.47215
زراعة الإسكندرية,311.45667
حقوق دمياط,310.84392
الدلتا العالي للحاسبات بالمنصورة لنظم المعلومات الإدارية,307.82242
زراعة الفيوم,307.69839
المعهد الفنى للتمريض بالجونة,306.41727
تجارة العريش,305.20867
المعهد العالي للعلوم التجارية بالمحلة الكبرى,305.16418
سياحة وفنادق المنصورة,304.90878
تجارة جنوب الوادي,304.68857
سياحة وفنادق حلوان بالمنيل,304.19355
تربية (تعليم ابتدائي) المنصورة,303.00056
زراعة دمياط,301.72958
ك.ت. فني صناعى بور سعيد,301.70565
فنى تمريض كفر الشيخ,301.08854
الفني لترميم الآثار بالاقصر,301.01936
حقوق الفيوم,300.44383
تربية رياضية بنين الزقازيق,300.23405
معهد الألسن العالي بمدينة نصر لنظم المعلومات الادارية,299.47543
تربية مدينة السادات,299.14822
زراعة طنطا,293.53832
تمريض المنيا,292.87713
حقوق سوهاج,292.39834
تجارة بني سويف,290.96774
تربية نوعية بور سعيد,290.63579
تربية (تعليم ابتدائي) كفر الشيخ,290.57097
حقوق بور سعيد,289.59667
فنى تمريض المنصورة,288.84471
تجارة انتساب موجه المنصورة,288.42458
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,288.36667
معهد الألسن العالي بمدينة نصر شعبة(ادارة - محاسبة - تجارة خارجية),287.5125
تجارة مدينة السادات,287.06834
تربية رياضية بنين بني سويف,286.63702
تربية (تعليم ابتدائي) الزقازيق,286.45334
فنى تمريض الزقازيق,285.74355
تمريض أسيوط,284.9217
تجارة انتساب موجه الزقازيق,283.46924
تربية رياضية بنين الفيوم,281.13764
آداب القاهرة,280.98226
تربية بني سويف,278.08799
تجارة انتساب موجه كفر الشيخ,276.55161
تربية رياضية بنين بور سعيد,269.40968
ك.ت. فني رى وصرف ومساحه المطرية,267.61652
حقوق القاهرة,263.49334
الزراعة البيئية و الحيوية و التصنيع الغذائي بني سويف,259.66667
تربية (تعليم ابتدائي) عين شمس,257.36877
تجارة أسيوط,257.13124
زراعة دمنهور,255.56667
تجارة انتساب موجه القاهرة,253.8114
معهد العباسية للعلوم التجارية والحاسبات الالية ش(نظم معلومات),250.42031
معهد عالي تعاون زراعى شبرا الخيمه بمصروفات,246.52601
تمريض أسوان,242.06741
تربية رياضية بنين المنيا,240.34307
خدمة اجتماعية انتساب موجه الفيوم,238.75178
تربية (تعليم ابتدائي) حلوان,229.63801
