الكلية, الحد الأدنى
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,401.595
حاسبات ومعلومات قنا رياضة,401.507143
حاسبات ومعلومات سوهاج رياضة,401.494471
معهد المنصورة العالى للهندسة والتكنولوجيا,401.39
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,401.227661
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,400.958037
المجمع التكنولوجى المتكامل بالاميرية,400.706666
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,400.701787
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,400.411291
معهد عالي هندسة وتكنولوجيا كفر الشيخ,400.292067
معهد عالي كندي تكنولوجيا هندسة ت.خامس,400.16
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,400.080645
إعلام المنوفية,399.75
المعهد الكندى العالى للهندسة 6 اكتوبر,399.75
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,399.75
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,399.75
المعهد العالى للهندسة والتكنولوجيا بطنطا,399.75
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,399.75
علوم القاهرة,399.75
معهد عالي هندسه مدينه الشروق بمصروفات,399.586394
ألسن قناة السويس بالإسماعيلية,399.352672
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,399.318317
ألسن المنيا,399.287097
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,399.236514
آثار دمياط,399.135
ألسن أسوان,399.109375
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,399.022581
علوم الزقازيق,398.93
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,398.228128
إعلام القاهرة,397.7
عالي هندسة بلبيس,397.7
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,397.7
معهد عالي هندسه 6 اكتوبر بمصروفات,397.7
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,397.680288
علوم بور سعيد,397.677332
ألسن الأقصر,397.633871
تمريض دمياط,397.633871
ألسن سوهاج,397.626787
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,397.435484
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,397.369355
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,397.29
معهد طيبة العالي للهندسه بالمعادى بمصروفات,397.128365
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,397.085
المعهد العالى للهندسة الالكترونية بلبيس,396.93125
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,396.643884
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,396.615443
المعهد العالي للهندسة بمدينة 15 مايو,396.333334
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,396.311291
علوم كفر الشيخ,396.076332
علوم بنها,395.980645
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,395.65
ألسن عين شمس,395.65
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,395.65
مصر العالي شعبة نظم معلومات إدارية المنصورة,395.65
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,395.65
علوم المنصورة,395.630288
علوم قناة السويس بالإسماعيلية,395.418671
إعلام جنوب الوادي,395.308334
التكنولوجيا والتعليم الصناعي حلوان,395.157212
معهد القناة العالى للهندسة بالسويس,395.1375
علوم الإسكندرية,395.120967
علوم حلوان,394.351666
إعلام بني سويف,393.975787
التكنولوجيا والتعليم الصناعي السويس,393.950866
علوم الفيوم,393.884832
علوم بني سويف,393.6
علوم عين شمس,393.6
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,393.6
المجمع التكنولوجي المتكامل بالسلام,393.6
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,393.6
علوم السويس,393.566139
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,393.501442
التكنولوجيا والتعليم الصناعي بني سويف,393.335484
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,392.803372
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,392.794643
تمريض القاهرة,392.575
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,392.409677
العالي لنظم الحاسب ونظم المعلومات 6 اكتوبر,392.028334
عالى هندسة وتكنولوجيا بسوهاج,391.737612
تمريض حلوان,391.55
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,391.55
إعلام وتكنولوجيا اتصال السويس,391.55
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,391.55
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,391.419903
معهد عالي هندسة وتكنولوجيا العريش,391.153226
علوم المنوفية بشبين الكوم,391.05524
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول رياضة,390.559495
تمريض عين شمس,389.5
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات رياضة,389.5
علوم الارض بني سويف,389.5
علوم المنيا,389.297534
العالي إدارة شعبة نظم كفر الشيخ,389.235484
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,389.207143
تمريض بور سعيد,389.103938
معهد فني صحى بور سعيد,389.094786
تجارة دمياط,388.838709
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,388.508065
تجارة القاهرة,388.201666
علوم جنوب الوادي,388.199321
علوم طنطا,387.996666
العبور العالي ك21 بطريق بلبيس لنظم المعلومات الإدارية,387.45
تمريض طنطا,387.376787
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات رياضة,387.153201
علوم دمنهور,386.672381
علوم العريش,386.288334
العالي للحاسب ونظم المعلومات ش نظم تجمع خامس,385.4
معهد فني صحى طنطا,385.4
علوم أسوان,385.303696
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب رياضة,385.296374
تمريض الزقازيق,385.292106
تجارة الإسكندرية,385.267742
الكلية المصرية الكورية لتكنولوجيا الصناعة و الطاقة ج بنى سويف التكنولوجية,384.672581
ع.دولى اعلام مدينةالشروق,384.540323
الفراعنة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,384.059616
علوم ثروة سمكية و مصايد كفر الشيخ,383.828334
التكنولوجيا والتعليم الصناعي سوهاج,383.35
علوم دمياط,383.35
معهد طيبة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,383.35
الأكاديمية الحديثة بالمعادى قسم علوم حاسب رياضة,383.330288
الاستزراع المائي و المصايد البحرية العريش,383.281666
تكنولوجيا المصايد والاسماك أسوان,383.20357
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,382.834825
المعهد التكنولجى العالى للعلوم الصحية التطبيقية بمدينة بدر (2+2),382.719231
تمريض المنصورة,382.309231
آثار الزقازيق بصان الحجر,381.94154
تمريض الإسكندرية,381.3
علوم أسيوط,380.915343
معهد عالي علوم الحاسب تجمع خامس بمصروفات رياضة,380.837097
تجارة المنصورة,380.685
إدارة الأعمال الدولية والإنسانيات الجامعة المصرية اليابانية,380.435649
علوم الوادي الجديد,380.241935
معهد فني صحى المنصوره,379.646774
الاعاقة والتأهيل الزقازيق,378.61374
آثار القاهرة,378.59966
الاعاقة والتأهيل بني سويف,378.191935
علوم سوهاج,378.005357
تجارة عين شمس,377.529464
فنى صحي جنوب الوادي,377.239986
تمريض مطروح,377.2
العالي للحاسبات والمعلومات شعبة نظم طنطا,376.918126
العالي حاسبات و نظم تجمع أول,376.79
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,376.598095
تجارة بور سعيد,375.52963
تجارة و إدارة أعمال حلوان,374.535
العالى للعلوم الادارية بلقاس دقهلية ش نظم معلومات ادارية,374.275652
القاهرة العالي إدارة الأعمال ونظم المعلومات بالتجمع الاول,373.441666
تجارة انتساب موجه الإسكندرية,373.168334
تجارة دمنهور,372.211666
ع.كندى تكنو.اعلام ت.خامس,372.19862
الجزيره العالي حاسب ونظم معلومات ادارية (شعبة نظم) بالمقطم,371.843549
تجارة طنطا,371.404384
العالي للإدارة والحاسب شعبة نظم برأس البر,371.313572
تجارة الزقازيق,371.116129
علوم جامعة العلوم والتكنولوجيا زويل,371.05
فنون تطبيقية حلوان,370.520967
تجارة كفر الشيخ,370.208037
تجارة بنها,369
النيل العالي للعلوم التجارية شعبة نظم منصورة,368.4875
تمريض بنها,368.338709
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شعبة نظم المعلومات الإدارية,367.4625
تجارة أسوان,366.985481
فنون تطبيقية بنها,366.95
معهد فني صحى امبابة,366.84018
الدلتا العالي للحاسبات بالمنصورة لنظم المعلومات الإدارية,366.267137
تمريض الفيوم,366.053125
معهد فني صحى الزقازيق,366.016096
الأكاديمية الحديثة بالمعادى نظم معلومات إدارية,365.87375
تجارة المنوفية بشبين الكوم,365.561291
زراعة القاهرة,365.07846
تربية الفيوم,364.9
آثار الفيوم,364.9
معهد فني صحى الاسكندريه,364.699928
ثروة سمكية السويس,364.285
آثار أسوان,364.256278
معهد عالي تكنولوجيا بصريات مصر الجديدة بمصروفات.,364.121394
معهد عالي فنون تطبيقيه 6 اكتوبر,363.868524
آثار و لغات مطروح,363.199598
الفني لترميم الآثار بالاقصر,362.971718
معهد العباسية للعلوم التجارية والحاسبات الالية ش(نظم معلومات),361.725807
تجارة قناة السويس بالإسماعيلية,361.56875
تجارة السويس,361.350656
العالي للدراسات المتطورة بالقطامية شعبة نظم معلومات إدارية,361.32841
تربية عين شمس,360.588242
معهد عالي فنون تطبيقيه التجمع الخامس,359.706666
تجارة و إدارة أعمال انتساب موجه حلوان,359.501666
المعهد العالي للغات بالمنصورة,358.75
طيبة العالي نظم معلومات طريق سقاره بالهرم,358.75
تجارة العريش,358.399417
تجارة انتساب موجه كفر الشيخ,357.824193
سياحة وفنادق الإسكندرية,356.905
تجارة انتساب موجه دمياط,356.7
معهد فني صحى سوهاج,356.309149
العالي سياحه وفنادق بالسيوف بالأسكندرية,356.294646
طيبة العالي بالمعادى لنظم المعلومات الإدارية,355.886758
زراعة و موارد طبيعية أسوان,355.774193
تربية المنصورة,355.401666
المعهد العالى للعلوم التجارية بالمحلة الكبرى شعبة نظم معلومات,355.366796
الأكاديمية الدولية لعلوم الإعلام 6 اكتوبر,354.745039
تجارة مدينة السادات,354.04556
ك.ت. فني منشات بحريه بور سعيد,353.826058
تجارة انتساب موجه القاهرة,353.591935
تجارة انتساب موجه المنصورة,353.129033
تربية الزقازيق,352.634495
تجارة أسيوط,352.054554
تجارة انتساب موجه الزقازيق,351.862506
تربية رياضية بنين دمياط,351.848334
تمريض أسيوط,351.635349
تربية المنيا,351.457013
تجارة بني سويف,350.846659
آثار الأقصر,350.823334
معهد فني صحى بنى سويف,349.883751
العالي الكندي تكنولوجيا إدارة تجمع خامس,349.604832
سياحة وفنادق حلوان بالمنيل,349.183334
تربية نوعية الإسكندرية,349.152028
تجارة جنوب الوادي,349.132599
تجارة سوهاج,349.080223
معهد القاهرة الجديدة للعلوم الادارية والحاسب الالى بالتجمع الاول (شعبة نظم),348.50704
آثار سوهاج,347.748334
العالي للحاسب الآلى كنج مريوط لنظم المعلومات الإدارية,347.60763
تربية رياضية بنين بور سعيد,347.575388
تجارة انتساب موجه قناة السويس بالإسماعيلية,346.400298
تمريض دمنهور,344.762974
تربية حلوان,344.532258
أكاديمية باخباراليوم تكنولوجيا صحافة 6اكتوبر,343.81513
فنى تمريض أورام القاهرة,343.736989
معهد عالي حاسبات شعبة نظم معلومات ادارية بشبرا الخيمة,343.042861
العالي إدارة شعبة إدارة ومحاسبة كفر الشيخ,340.106404
تربية رياضية بنين المنصورة,338.661971
تربية نوعية القاهرة,338.386666
تمريض كفر الشيخ,337.848307
تجارة انتساب موجه أسوان,337.383537
المعهد الكندى العالى للادارة 6 اكتوبر,337.088334
تجارة انتساب موجه عين شمس,336.578885
تربية السويس,336.541666
سياحة وفنادق المنصورة,334.214063
زراعة عين شمس,333.718317
العالي للاعلام وفنون الاتصال 6 اكتوبر,333.6375
حقوق دمياط,332.484375
الفني للفنادق الاسكندريه,328.751666
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,328.396774
تجارة انتساب موجه بنها,325.116343
آداب القاهرة,325.087902
تربية (تعليم ابتدائي) الفيوم,324.142593
تجارة انتساب موجه طنطا,321.300893
معهد الوادى العالي للعلوم الأدارية قسم نظم معلومات,320.182404
العالي للعلوم الادارية والتجارة الخارجية نظم تجمع خامس,318.532407
تجارة انتساب موجه دمنهور,318.472061
ك.ت. فني للبصريات ابو الريش السيدة زينب,316.129081
العالي للعلوم الإداريه 6 اكتوبر,315.104839
عالي دراسات نوعية بمصر الجديده نظم المعلومات الإدارية,314.735402
طيبة العالي شعبة ادارة اعمال ومحاسبة المعادى,314.589255
تجارة انتساب موجه بور سعيد,314.575807
تربية رياضية بنين قناة السويس بالإسماعيلية,313.991666
الفراعنة العالي لنظم المعلومات الإدارية مريوطية بالهرم,312.897302
ك.ت. فني رى وصرف ومساحه اسيوط,312.467308
معهد الألسن العالي بمدينة نصر لنظم المعلومات الادارية,309.814516
فنى تمريض المنصورة,307.151246
رأس البر العالي للدراسات النوعية نظم المعلومات الإدارية,300.093549
تجارة انتساب موجه المنوفية بشبين الكوم,299.985399
فنى تمريض طنطا,298.752582
تربية بور سعيد,296.274534
سياحة وفنادق الفيوم,296.052805
تربية نوعية دمياط,295.981844
تجارة انتساب موجه مدينة السادات,295.913839
الفني للفنادق بور سعيد,295.662903
العالي ترميم الآثار بأبي قير,294.858334
النيل العالي للعلوم التجارية شعبة محاسبة منصورة,294.670967
العالي للسياحه والفنادق بالسيوف بالأسكندرية لنظم المعلومات الإدارية,291.917888
تربية الإسكندرية,291.629033
معهد الجيزه العالي للعلوم الاداريه شعبه نظم معلومات بطموه,291.404684
الفني التجارى بالمنصوره,290.96582
معهد الألسن العالي بمدينة نصر شعبة(ادارة - محاسبة - تجارة خارجية),290.380811
تجارة انتساب موجه السويس,288.348269
تربية رياضية بنين المنوفية بشبين الكوم,287.205001
عالي دراسات متطورة بالقطامية شعبة تجارة ومحاسبة,283.348438
زراعة دمياط,281.047819
حقوق الفيوم,280.883369
العالي للحاسبات بمدينة الشروق شعبة إدارة ومحاسبة,279.825
تربية رياضية بنين الإسكندرية,268.199417
سياحة وفنادق قناة السويس بالإسماعيلية,267.624193
معهد عالي دراسات تعاونيه و إدارية بالمنيرة بمصروفات,265.309677
آداب العريش,252.15
أكاديمية اخبار اليوم 6 أكتوبر علوم إدارية إنجليزي,235.49375
