الكلية, الحد الأدنى
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,403.85
طب بيطري سوهاج,403.85
ألسن كفر الشيخ,403.85
مصر العالي هندسة وتكنولوجيا منصورة,403.85
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,403.85
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,403.85
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,403.85
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,403.85
تكنولوجيا الادارة ونظم المعلومات بور سعيد,403.85
علوم القاهرة,403.781666
علوم عين شمس,403.526316
عالى هندسة وتكنولوجيا بسوهاج,403.122581
العالي للهندسة والتكنولوجيا التجمع الخامس,403.098334
آثار الزقازيق بصان الحجر,403.03
ألسن عين شمس,402.924193
المعهد العالى للهندسة وتكنولوجيا السيارات والطاقة بهليوبوليس الجديدة,402.659677
علوم بني سويف,401.868334
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,401.8
علوم المنيا,401.8
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,401.8
ألسن المنيا,401.8
ألسن الفيوم,401.8
ألسن سوهاج,401.8
المجمع التكنولوجي المتكامل بالسلام,401.8
التكنولوجيا والتعليم الصناعي السويس,401.8
علوم الإسكندرية,401.8
ألسن الفيوم رياضة,401.731666
علوم حلوان,401.663334
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,401.595
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,401.535484
علوم الوادي الجديد,401.535484
التكنولوجيا والتعليم الصناعي بني سويف,401.337097
المجمع التكنولوجى المتكامل بالاميرية,401.144
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,401.048334
التكنولوجيا والتعليم الصناعي سوهاج,401.006451
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,400.874193
ألسن بني سويف,400.874193
مركز التكنولوجيا المتميز بوزارة الصناعة والتجارة الخارجية,400.706666
ألسن أسوان,399.75
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,399.75
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,399.75
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,399.75
علوم الارض بني سويف,399.75
معهد عالي كندي تكنولوجيا هندسة ت.خامس,399.75
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,399.551613
علوم الفيوم,399.534211
علوم سوهاج,399.287097
علوم المنوفية بشبين الكوم,398.758065
علوم كفر الشيخ,398.660938
آثار القاهرة,398.46875
حقوق الزقازيق,398.276563
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,398.11
تجارة القاهرة,397.964516
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,397.828125
معهد عالي هندسة وتكنولوجيا كفر الشيخ,397.7
معهد عالي هندسه مدينه الشروق بمصروفات,397.7
المعهد الكندى العالى للهندسة 6 اكتوبر,397.7
علوم ثروة سمكية و مصايد كفر الشيخ,397.7
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,397.7
معهد طيبة العالي للهندسه بالمعادى بمصروفات,397.633871
ألسن الأقصر,397.592106
علوم بنها,397.567742
علوم طنطا,397.426666
المعهد العالي للهندسة بمدينة 15 مايو,396.840323
علوم أسيوط,396.606666
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,396.575807
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,396.377419
علوم دمنهور,396.046774
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات رياضة,395.65
علوم أسوان,395.65
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,395.65
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,395.65
ألسن جنوب الوادي فرع الغردقة,395.65
آثار عين شمس,395.65
علوم البترول والتعدين مطروح - علوم,395.65
علوم دمياط,395.434211
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,395.319355
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,395.253226
علوم الزقازيق,395.171666
علوم العريش,394.922581
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,394.922581
آثار دمياط,394.786842
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,394.591935
المعهد العالى للهندسة الالكترونية بلبيس,394.5225
ألسن جنوب الوادي فرع الغردقة رياضة,394.261291
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,394.151923
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,393.805
مصر العالي شعبة نظم معلومات إدارية المنصورة,393.6
علوم المنصورة,393.6
تربية طنطا,392.674193
معهد المدينة العالي للهندسة والتكنولوجيا بشبرامنت,392.475807
علوم بور سعيد,392.254688
عالي هندسة بلبيس,392.197369
علوم جنوب الوادي,391.55
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,391.55
فنون تطبيقية حلوان,391.55
آثار الفيوم,391.345
معهد عالي علوم الحاسب تجمع خامس بمصروفات رياضة,391.226316
دار العلوم القاهرة,391.153226
علوم قناة السويس بالإسماعيلية,390.888709
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,390.840385
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,390.756451
آثار و لغات مطروح,390.095161
الاعاقة والتأهيل الزقازيق,389.568334
آثار أسوان,389.5
تجارة عين شمس,389.5
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,389.5
معهد فني صحى الزقازيق,389.5
الاعاقة والتأهيل بني سويف,389.5
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,389.18
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,388.611666
تجارة كفر الشيخ,387.780645
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,387.45
معهد فني صحى المنصوره,387.04
آثار الأقصر,386.524193
فنى صحي جنوب الوادي,386.425
تجارة دمياط,385.995161
الكلية المصرية الكورية لتكنولوجيا الصناعة و الطاقة ج بنى سويف التكنولوجية,385.946666
دار العلوم أسوان,385.4
معهد عالي هندسة وتكنولوجيا العريش,385.4
معهد عالي فنون تطبيقيه التجمع الخامس,385.4
العالي للحاسبات بمدينة الشروق شعبة إدارة ومحاسبة,384.606451
تجارة المنصورة,383.945161
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,383.35
تربية نوعية فنية عين شمس,383.35
تجارة و إدارة أعمال حلوان,383.285938
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول رياضة,383.145
فنون تطبيقية بنها,383.085484
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,382.887097
معهد فني صحى طنطا,382.735
تجارة الإسكندرية,380.976316
عالي علوم إدارية متقدمة وحاسبات ش.(نظم معلومات) ك47 ط اسكندرية,380.548334
زراعة القاهرة,380.32381
تربية كفر الشيخ,380.175807
العالي الكندي تكنولوجيا إدارة تجمع خامس,377.9175
تربية المنصورة,377.398387
الدلتا العالي للحاسبات بالمنصورة لنظم المعلومات الإدارية,377.2
معهد طيبة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,377.2
تجارة المنوفية بشبين الكوم,377.2
معهد عالي فنون تطبيقيه 6 اكتوبر,376.653334
آثار جنوب الوادي,376.141935
معهد القناة العالى للهندسة بالسويس,375.423334
تربية (تعليم ابتدائي) الفيوم,374.687097
تربية بني سويف,374.554839
تجارة الزقازيق,374.422581
تمريض القاهرة,374.290323
تربية المنيا,374.162963
تجارة طنطا,374.025807
معهد فني صحى الاسكندريه,373.988334
آثار سوهاج,373.1
ك.ت. فني منشات بحريه بور سعيد,373.1
تجارة بنها,372.758334
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب رياضة,371.706
العالي للحاسب الآلي ونظم المعلومات الإدارية بأبي قير,371.697369
تجارة بور سعيد,370.366666
العالي لنظم الحاسب ونظم المعلومات 6 اكتوبر,369.859677
العالي للحاسب ونظم المعلومات ش نظم تجمع خامس,369.205
تربية الزقازيق,368.521666
الاستزراع المائي و المصايد البحرية العريش,368.385
تجارة دمنهور,368.043334
تجارة بني سويف,367.941935
تجارة مدينة السادات,367.906666
ثروة سمكية السويس,366.95
زراعة و موارد طبيعية أسوان,366.817742
الفراعنة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,365.891935
تكنولوجيا المصايد والاسماك أسوان,365.825807
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,365.561291
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات رياضة,365.429033
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,365.105
تجارة أسوان,364.9
تجارة قناة السويس بالإسماعيلية,364.040323
الأكاديمية الحديثة بالمعادى قسم علوم حاسب رياضة,363.67
تجارة انتساب موجه الإسكندرية,363.26
تربية الفيوم,362.585484
معهد فني صحى بنها,362.44
تجارة أسيوط,360.998387
معهد فني صحى امبابة,360.992188
معهد فني صحى بنى سويف,360.8
تربية الإسكندرية,360.667742
تجارة السويس,359.808065
تجارة انتساب موجه دمياط,359.51875
ك.ت. فني للبصريات ابو الريش السيدة زينب,359.345161
تجارة و إدارة أعمال انتساب موجه حلوان,359.2625
العالى للعلوم الادارية بلقاس دقهلية,358.818334
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شعبة نظم المعلومات الإدارية,358.75
العالي ترميم الآثار بأبي قير,358.485484
حقوق انتساب موجه كفر الشيخ,358.16
تجارة العريش,357.295161
طيبة العالي نظم معلومات طريق سقاره بالهرم,356.7
القاهرة العالي إدارة الأعمال ونظم المعلومات بالتجمع الاول,356.7
تجارة انتساب موجه كفر الشيخ,356.633871
تربية (تعليم ابتدائي) كفر الشيخ,354.980645
الجزيره العالي حاسب ونظم معلومات ادارية (شعبة نظم) بالمقطم,354.39
حقوق المنيا,353.988709
طيبة العالي بالمعادى لنظم المعلومات الإدارية,353.945313
تمريض حلوان,353.571053
تربية حلوان,353.129033
تجارة انتساب موجه المنصورة,351.301666
تربية بور سعيد,349.661666
زراعة المنصورة,349.624193
فنون تطبيقية دمياط,349.074
تجارة جنوب الوادي,348.91
تجارة سوهاج,348.764516
معهد العباسية للعلوم التجارية والحاسبات الالية ش(مالية),347.574193
تربية المنوفية بشبين الكوم,347.543334
تكنولوجيا وتنمية الزقازيق علوم زراعية,347.177419
تجارة انتساب موجه قناة السويس بالإسماعيلية,345.493334
النيل العالي للعلوم التجارية شعبة نظم منصورة,342.926563
حقوق الفيوم,340.3
تجارة انتساب موجه القاهرة,339.969355
تربية عين شمس,339.89
العالي الدولى للغات والترجمة تجمع خامس,339.308065
العالي إدارة شعبة نظم كفر الشيخ,337.591071
زراعة عين شمس,334.877419
تربية (تعليم ابتدائي) طنطا,331.626923
العالي للغات بمصر جديده,331.416666
معهد الجيزه العالي للعلوم الاداريه شعبه نظم معلومات بطموه,328.925807
دار العلوم الفيوم,328.215789
معهد العباسية للعلوم التجارية والحاسبات الالية ش(نظم معلومات),328.068334
تجارة انتساب موجه الزقازيق,328.066129
معهد فني صحى بور سعيد,327.787931
العبور العالي ك21 بطريق بلبيس لنظم المعلومات الإدارية,327.603226
معهد فني صحى اسوان,327.272581
العالي للحاسب الآلى كنج مريوط لنظم المعلومات الإدارية,326.032
حقوق الإسكندرية,326.032
آداب القاهرة,325.54
السياحة والفنادق تعليم تبادلى أسكندرية,325.024193
تجارة انتساب موجه السويس,324.627419
ك.ت. فني رى وصرف ومساحه المطرية,323.763334
العالي للحاسب ونظم المعلومات ش إدارة تجمع خامس,322.240476
تجارة انتساب موجه عين شمس,322.114516
حقوق القاهرة,322.055
المعهد الكندى العالى للادارة 6 اكتوبر,321.85
حقوق سوهاج,320.893334
النيل العالي للعلوم التجارية شعبة محاسبة منصورة,318.57
العالي للحاسبات والمعلومات شعبة نظم طنطا,318.365
معهد الألسن العالي بمدينة نصر لنظم المعلومات الادارية,317.545
معهد فني صحى اسماعيليه,317.34
عالي دراسات نوعية بمصر الجديده نظم المعلومات الإدارية,310.916666
حقوق دمياط,310.78
تجارة انتساب موجه بنها,310.37
المعهد الفنى للتمريض بالجونة,308.161291
الأكاديمية الدولية لعلوم الإعلام 6 اكتوبر,302.63125
ك.ت. فني صناعى نجع حمادى بنين,298.308065
زراعة الإسكندرية,297.117742
السياحة والفنادق تعليم تبادلى حلوان,297.117742
تجارة انتساب موجه بور سعيد,296.654839
العالى للعلوم الادارية بلقاس دقهلية ش نظم معلومات ادارية,295.795161
مصر العالي بالمنصورة تجارة وحاسبات ش إدارة ومحاسبة,295.795161
الجزيرة العالي شعبة تجارة المقطم,283.958065
حقوق عين شمس,282.304839
معهد الوادى العالي للعلوم الأدارية قسم نظم معلومات,279.924193
تجارة انتساب موجه طنطا,279.760938
تجارة انتساب موجه دمنهور,269.848334
حقوق كفرالشيخ,229.21
