الكلية, الحد الأدنى
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,401.01344
التعليم الصناعي حلوان,401.00993
علوم المنصورة,400.49013
علوم دمياط,400.47012
الاعاقة والتأهيل الزقازيق,400.26608
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,400.1708
علوم عين شمس,399.97967
المعهد العالى للهندسة بالمنيا,399.95668
علوم قناة السويس بالإسماعيلية,399.75
تمريض طنطا,399.75
علوم أسوان,399.68926
علوم بور سعيد,399.67787
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,399.65056
علوم المنوفية بشبين الكوم,399.575
علوم أسيوط,399.2686
علوم العريش,399.2299
علوم السويس,399.12551
المعهد العالي للهندسة بمدينة 15 مايو,399.07806
عالى هندسة وتكنولوجيا بسوهاج,399.03505
التعليم الصناعي السويس,399.01082
علوم المنيا,398.01889
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,397.71365
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,397.7
علوم سوهاج,397.7
علوم الوادي الجديد,397.54252
علوم ثروة سمكية و مصايد كفر الشيخ,397.50201
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,397.24787
تمريض بور سعيد,397.19509
تربية (طفولة) حلوان رياض أطفال,397.09025
آثار الزقازيق بصان الحجر,396.86481
علوم جنوب الوادي,396.70486
التعليم الصناعي بني سويف,396.50968
معهد عالي هندسة وتكنولوجيا كفر الشيخ,396.43313
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,395.94516
تربية الفيوم,395.79221
آثار القاهرة,395.65
تمريض المنصورة,395.65
إعلام بني سويف,395.597
الاعاقة والتأهيل بني سويف,395.46193
تربية عين شمس,395.37163
معهد الصفوة العالي هندسة وتكنولوجيا بالقليوبية,395.33352
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,395.24
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,395.17882
تمريض الإسكندرية,394.96667
تربية طنطا,394.929
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب,394.66179
تمريض القاهرة,394.2058
آثار الفيوم,393.6
تمريض عين شمس,393.395
آثار أسوان,393.32667
آثار الأقصر,393.30396
تكنولوجيا المصايد والاسماك أسوان,393.19
تمريض حلوان,393.13291
تربية المنصورة,392.83541
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,392.78
فنون جميلة (فنون) الإسكندرية,392.74109
معهد عالي هندسه مدينه الشروق بمصروفات,392.51842
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,391.74839
آثار دمياط,391.55
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,391.55
تربية بنات عين شمس,391.55
تمريض دمنهور,391.55
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,391.51299
فنون جميلة (فنون) المنيا,391.3891
آثار و لغات مطروح,391.27667
تربية نوعية الإسكندرية,390.97245
مصر العالي هندسة وتكنولوجيا منصورة,390.62823
إعلام جنوب الوادي,390.06637
تربية الزقازيق,390.02914
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,389.63667
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,389.24754
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,389.11788
تربية حلوان,387.3656
فنون جميلة (فنون) حلوان,387.03241
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,386.20511
تربية (تعليم ابتدائي) المنصورة,386.0991
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات,386.015
المجمع التكنولوجى المتكامل بالاميرية,385.98295
تمريض الزقازيق,385.85088
تربية كفر الشيخ,385.58098
تربية (طفولة) عين شمس,385.09228
المعهد الكندى العالى للهندسة 6 اكتوبر,384.92167
تربية الوادي الجديد,384.64834
معهد فني صحى المنصوره,384.51167
تمريض المنيا,383.93295
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,383.51624
معهد فني صحى طنطا,383.35
تربية المنوفية بشبين الكوم,383.35
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,383.23618
تجارة القاهرة,382.98687
معهد فني صحى الزقازيق,382.42217
تربية طفولة مبكرة الفيوم,382.2598
تربية دمنهور,382.20373
تربية بور سعيد,381.98334
تمريض الفيوم,381.82381
تربية (تعليم ابتدائي) عين شمس,381.78235
آثار سوهاج,381.69861
تمريض بني سويف,381.505
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,381.3254
سياحة وفنادق الإسكندرية,381.06295
تمريض كفر الشيخ,380.20667
تربية (طفولة) الإسكندرية,379.81689
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,379.79863
معهد عالي فنون تطبيقيه 6 اكتوبر,379.58692
معهد المنصورة العالى للهندسة والتكنولوجيا,379.51574
سياحة وفنادق المنصورة,379.25
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ,379.18217
تربية نوعية المنصورة بميت غمر,378.86
زراعة القاهرة,378.6569
العالي للغات بمصر جديده,376.78241
المجمع التكنولوجي المتكامل بالسلام,376.36313
تربية (تعليم ابتدائي) الإسكندرية,376.175
أقتصاد منزلى بنات عين شمس,376.12046
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,375.83334
تربية (طفولة) طنطا,375.28667
مصر العالي بالمنصورة تجارة وحاسبات ش إدارة ومحاسبة,374.59771
تربية رياضية بنات طنطا,374.44747
تربية طفولة مبكرة بور سعيد,374.25313
السلام العالي للهندسة والتكنولوجيا بمدينة السلام,374.24597
التكنولوجي العالي 10 رمضان إدارة أعمال,373.05137
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,373.04042
تربية رياضية بنات المنوفية بشبين الكوم,372.895
معهد عالي هندسه 6 اكتوبر بمصروفات,372.57097
معهد عالي فنون تطبيقيه التجمع الخامس,372.45704
زراعة الإسكندرية,372.07901
تجارة الإسكندرية,371.67128
تربية السويس,371.18667
تربية (تعليم ابتدائي) حلوان,371.11834
المعهد العالى للهندسة الالكترونية بلبيس,371.05
تربية (تعليم ابتدائي) بنات عين شمس,371.04248
تربية طفولة مبكرة المنصورة,370.23
العالي للهندسة والتكنولوجيا التجمع الخامس,370.16167
آثار جنوب الوادي,369.41
تربية طفولة مبكرة الزقازيق,369.06468
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,368.93167
تمريض بنها,368.35251
زراعة عين شمس,368.01296
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,367.74722
تربية (تعليم ابتدائي) طنطا,367.49477
تربية (تعليم ابتدائي) الزقازيق,366.55323
تربية نوعية القاهرة,365.39169
معهد طيبة العالي للهندسه بالمعادى بمصروفات,365.12267
معهد عالي كندي تكنولوجيا هندسة ت.خامس,365.105
عالي هندسة بلبيس,364.29749
تربية نوعية فنية الإسكندرية,364.22981
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,364.05627
معهد عالي هندسة وتكنولوجيا العريش,363.19167
تربية بني سويف,363.18065
تربية سوهاج,363.1283
معهد عالي علوم الحاسب تجمع خامس بمصروفات,362.645
ثروة سمكية السويس,361.97568
تربية نوعية طنطا,361.7939
معهد القناة العالى للهندسة بالسويس,361.73126
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,360.25334
تربية (طفولة) كفر الشيخ,359.16
معهد عالي تكنولوجيا بصريات مصر الجديدة بمصروفات.,358.40834
العلوم الزراعية البيئية العريش,357.26945
تربية قناة السويس بالإسماعيلية,356.04565
معهد فني صحى بنها,355.23084
آداب القاهرة,353.6312
زراعة المنصورة,353.04088
تربية طفولة مبكرة أسيوط,352.22519
تربية (تعليم ابتدائي) كفر الشيخ,351.89834
سياحة وفنادق حلوان بالمنيل,351.74277
معهد فني صحى بور سعيد,351.36934
تربية طفولة مبكرة الإسكندرية,351.32488
فنى تمريض كفر الشيخ,350.87217
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب,349.79834
تربية المنيا,348.705
تجارة بني سويف,348.5449
تجارة المنصورة,346.86
تربية (طفولة) دمياط رياض أطفال,344.46834
تربية جنوب الوادي بالغردقة,344.44928
تجارة سوهاج,343.92167
زراعة دمياط,343.68673
تربية بنها,343.44056
تجارة كفر الشيخ,343.19212
تجارة عين شمس,342.59748
زراعة طنطا,341.25667
تربية (تعليم ابتدائي) الفيوم,341.22615
تمريض قناة السويس بالإسماعيلية,340.92361
سياحة وفنادق المنيا,340.12288
تربية طفولة مبكرة بني سويف,339.70484
تمريض أسوان,339.08051
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,335.24334
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,334.60556
تربية رياضية بنات بور سعيد,332.99322
تربية نوعية الفيوم,332.51788
تجارة الزقازيق,331.56333
سياحة وفنادق قناة السويس بالإسماعيلية,331.38308
آداب الفيوم,331.32781
تربية (تعليم ابتدائي) دمنهور,330.8051
تربية أسوان,328.44007
تربية نوعية بور سعيد,327.86334
تربية نوعية فنية المنصورة,327.74375
تربية طفولة مبكرة القاهرة,326.22808
تربية (تعليم ابتدائي) العريش,325.52525
حقوق المنيا,324.58334
تربية أسيوط,324.15208
تربية (تعليم ابتدائي) المنوفية,323.9
تربية طفولة مبكرة المنوفية,323.2128
فنى تمريض المنصورة,322.0412
تربية نوعية عين شمس,321.645
تجارة و إدارة أعمال حلوان,320.86318
زراعة و موارد طبيعية أسوان,319.82942
تربية دمياط,319.45834
تجارة انتساب موجه المنصورة,318.34302
تمريض المنوفية بشبين الكوم,317.94127
فنى تمريض أورام القاهرة,317.92879
تربية (طفولة) دمنهور,315.2359
أكاديمية باخباراليوم تكنولوجيا صحافة 6اكتوبر,313.86069
تجارة دمياط,311.10808
تربية نوعية المنصورة,307.05079
آداب المنصورة,306.44689
تمريض سوهاج,304.10238
تجارة طنطا,302.48984
تربية نوعية كفر الشيخ,301.21334
آداب عين شمس,299.12544
دار العلوم القاهرة,297.54195
آداب حلوان,293.8326
آداب الزقازيق,291.70471
آداب طنطا,290.60174
تربية العريش,290.06617
فنى تمريض الزقازيق,285.03994
آداب بنات عين شمس,281.97874
تجارة انتساب موجه القاهرة,279.59773
تربية نوعية المنصورة بمنية النصر,274.97334
تربية طفولة مبكرة دمنهور,274.85258
آداب الإسكندرية,271.54155
الاستزراع المائي و المصايد البحرية العريش,269.84834
تربية نوعية الزقازيق,255.80481
سياحة وفنادق الفيوم,250.1
آداب انتساب موجه القاهرة,245.11167
