الكلية, الحد الأدنى
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,380.424685
طب بيطري مطروح,379.146203
طب بيطري الوادي الجديد,378.884417
طب بيطري جنوب الوادي,378.209327
ألسن الغردقة,377.2
طب بيطري سوهاج,377.2
سياسة واقتصاد السويس,377.2
إعلام القاهرة,377.2
ألسن بني سويف,375.15
إعلام عين شمس,375.15
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,371.524692
معهد المنصورة العالى للهندسة والتكنولوجيا,371.05
علوم السادات,370.792128
ألسن أسوان,369
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,369
تمريض دمياط,366.95
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,366.95
الاعاقة والتأهيل الزقازيق,366.66976
تكنولوجيا الادارة ونظم المعلومات بور سعيد,365.372938
ألسن المنيا,364.9
تمريض حلوان,364.9
مصر العالي هندسة وتكنولوجيا منصورة,360.848169
ألسن الأقصر,360.8
تمريض عين شمس,360.8
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,358.75
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,358.75
تمريض السادات,358.021936
علوم القاهرة,356.7
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,356.120533
تجارة انتساب موجه الإسكندرية,355.854786
علوم التغذية حلوان,355.733585
المجمع التكنولوجي المتكامل بالسلام,355.252138
الاكاديمية المصرية للهندسة والتكنولوجيا المتقدمة وزارة الانتاج الحربى,354.268789
معهد عالي هندسة وتكنولوجيا كفر الشيخ,353.21303
ألسن سوهاج,352.6
معهد عالي هندسه 6 اكتوبر بمصروفات,351.338647
تجارة انتساب موجه دمنهور,351.052176
تمريض طنطا,351.020224
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,350.742188
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,350.55
تمريض المنصورة,350.55
الملاحة وتكنولوجيا الفضاء بني سويف,350.55
فنون تطبيقية النوبارية دمنهور,350.55
المعهد الكندي العالي للحاسبات,350.328338
كلية تكنولوجيا الصناعة و الطاقة بالقاهرة جامعة مصر الدولية التكنولوجية,346.45
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,345.960379
معهد طيبة العالي للهندسه بالمعادى بمصروفات,345.875113
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,344.518042
تجارة انتساب موجه المنصورة,342.313342
تمريض بور سعيد,340.3
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,338.25
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,336.1016
دار العلوم انتساب موجه القاهرة,333.617683
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,331.459375
تمريض بنها,331.255429
دار العلوم القاهرة,330.757778
حقوق انتساب موجه أسيوط,329.280612
معهد عالي كندي تكنولوجيا هندسة ت.خامس,328.645253
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,328.188306
تمريض الزقازيق,324.352572
حقوق انتساب موجه الزقازيق,319.289178
العالي للهندسة والتكنولوجيا التجمع الخامس,316.794765
المعهد العالى للهندسة الالكترونية بلبيس,315.7
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,312.481119
تمريض الإسكندرية,301.670312
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,297.875577
تمريض كفر الشيخ,292.009335
تجارة انتساب موجه الزقازيق,275.060621
تجارة انتساب موجه عين شمس,264.002066
