الكلية, الحد الأدنى
المعهد الكندى العالى للهندسة 6 اكتوبر,405.421666
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,405.370967
علوم سوهاج,405.216666
علوم دمنهور,404.974193
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,404.738334
ألسن قناة السويس بالإسماعيلية,404.396666
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,404.298438
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,404.065789
ألسن عين شمس,404.062069
ألسن الفيوم رياضة,404.055
معهد المنصورة العالى للهندسة والتكنولوجيا,403.85
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,403.85
ألسن الفيوم,403.85
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات رياضة,403.85
علوم الإسكندرية,403.85
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,403.85
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,403.85
علوم القاهرة,403.776786
ألسن أسوان,403.7475
علوم الزقازيق,403.651613
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,403.585484
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,403.303334
عالى هندسة وتكنولوجيا بسوهاج,403.098334
مصر العالي هندسة وتكنولوجيا منصورة,402.858065
علوم كفر الشيخ,402.632813
المعهد العالى للهندسة والتكنولوجيا الحديثة بالمرج,402.128
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,401.8
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,401.8
معهد عالي هندسه 6 اكتوبر بمصروفات,401.8
علوم حلوان,401.8
علوم المنصورة,401.8
ألسن بني سويف,401.8
علوم طنطا,401.8
علوم بنها,401.663334
تربية (تعليم ابتدائي) دمياط,401.572222
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,401.526666
المعهد العالى للهندسة والتكنولوجيا بالمنزلة - الدقهلية,401.469355
علوم الفيوم,401.458335
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,401.39
علوم عين شمس,401.39
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,401.204839
معهد عالي تكنولوجيا 10 رمضان فرع 6 اكتوبر هندسة بمصروفات,400.638334
فنون جميلة (عمارة) حلوان,400.609677
علوم بور سعيد,400.609677
علوم المنوفية بشبين الكوم,400.555359
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,400.477419
معهد عالي هندسه مدينه الشروق بمصروفات,399.75
آثار القاهرة,399.75
علوم بني سويف,399.75
معهد عالي هندسة وتكنولوجيا كفر الشيخ,399.75
دار العلوم القاهرة,399.75
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,399.75
ألسن الأقصر,399.613334
علوم السويس,399.485484
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,399.353226
معهد عالي كندي تكنولوجيا هندسة ت.خامس,399.022581
حقوق الزقازيق,398.793334
ألسن المنيا,398.758065
ألسن جنوب الوادي فرع الغردقة,398.295161
المعهد العالى للهندسة وتكنولوجيا السيارات والطاقة بهليوبوليس الجديدة,397.905
تجارة انتساب موجه كفر الشيخ,397.766129
المعهد العالى للهندسة الالكترونية بلبيس,397.7
آثار دمياط,397.7
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات رياضة,397.7
تجارة القاهرة,397.7
علوم قناة السويس بالإسماعيلية,397.153334
علوم أسوان,397.085
علوم العريش,396.88
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,396.675
معهد عالي علوم الحاسب تجمع خامس بمصروفات رياضة,395.914516
فنون تطبيقية بنها,395.869643
علوم دمياط,395.716129
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,395.65
المعهد العالى للهندسة والتكنولوجيا بطنطا,395.65
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,395.583871
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,395.38
علوم أسيوط,395.265625
علوم المنيا,392.938709
علوم الوادي الجديد,392.872581
العالي للهندسة والتكنولوجيا التجمع الخامس,392.83125
علوم الارض بني سويف,392.575
معهد فني صحى الزقازيق,391.55
الاعاقة والتأهيل الزقازيق,391.55
المعهد العالي للهندسة بمدينة 15 مايو,391.351613
أكاديمية أخبار اليوم شعبة هندسية 6 أكتوبر,391.285484
ألسن سوهاج,390.756451
تربية العريش,390.115
علوم جنوب الوادي,389.5
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,389.5
ألسن جنوب الوادي فرع الغردقة رياضة,389.5
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,389.363334
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,389.284211
تجارة عين شمس,388.68
معهد المدينة العالي للهندسة والتكنولوجيا طريق سقارة الهرم,387.655
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,387.45
الأكاديميه الحديثة بالمعادى هندسة بمصروفات,386.987097
المعهد العالى للهندسة ببلبيس,386.425
الاعاقة والتأهيل بني سويف,386.083334
تجارة و إدارة أعمال حلوان,386.015
معهد الجيزة العالى للهندسة والتكنولوجيا بطموه,384.375
علوم ثروة سمكية و مصايد كفر الشيخ,383.35
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ رياضة,383.217742
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,383.163636
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,380.7875
إعلام المنوفية,379.448387
تجارة انتساب موجه القاهرة,377.131666
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,376.563793
الأكاديمية الحديثة بالمعادى قسم علوم حاسب رياضة,376.106666
تربية نوعية القاهرة,376.038334
معهد فني صحى المنصوره,375.282258
فنون تطبيقية حلوان,375.216129
معهد القناة العالى للهندسة بالسويس,375.15
تمريض المنصورة,374.037143
تربية عين شمس,373.695161
ثروة سمكية السويس,372.963335
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,372.438709
معهد عالي هندسة وتكنولوجيا العريش,371.403449
القاهرة العالي (علوم حاسب)قطعة2 م.خدمات البنفسج تجمع اول رياضة,370.571665
الفراعنة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,370.520967
معهد طيبة العالي شعبة علوم حاسب بالمعادى بمصروفات رياضة,369.068334
معهد فني صحى امبابة,369
معهد فني صحى الاسكندريه,369
تجارة المنصورة,365.891935
معهد طيبة العالي شعبة علوم حاسب سقاره بمصروفات رياضة,365.693549
تجارة المنوفية بشبين الكوم,365.230645
تجارة الإسكندرية,364.9
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,364.767742
معهد المستقبل العالي للدراسات التكنولوجية المتخصصة شـعبة علوم الحاسب رياضة,363.943334
حقوق كفرالشيخ,362.85
تجارة كفر الشيخ,362.657813
ك.ت. فني منشات بحريه بور سعيد,362.166666
تجارة بنها,360.8
معهد فني صحى بور سعيد,360.321666
سياحة وفنادق مطروح,359.609677
تجارة و إدارة أعمال انتساب موجه حلوان,358.75
تجارة انتساب موجه الإسكندرية,358.318421
تجارة انتساب موجه عين شمس,355.811666
الاستزراع المائي و المصايد البحرية العريش,353.478571
المجمع التكنولوجى المتكامل بالاميرية,352.203226
معهد فني صحى بنها,350.003334
تكنولوجيا وتنمية الزقازيق علوم زراعية,348.91
تجارة انتساب موجه دمنهور,348.367742
تجارة الزقازيق,343.375
معهد عالي فنون تطبيقيه التجمع الخامس,342.418334
زراعة القاهرة,342.35
تجارة أسوان,339.572581
معهد فني صحى طنطا,339.138334
تجارة السويس,338.728335
زراعة عين شمس,337.156665
آداب العريش,332.364516
تجارة طنطا,332.236666
تربية الزقازيق,331.504839
تربية بنها,331.438709
تجارة العريش,330.87
تجارة انتساب موجه المنوفية بشبين الكوم,330.05
تربية كفر الشيخ,328.751666
تجارة انتساب موجه بنها,324.925
تجارة انتساب موجه الزقازيق,324.296774
تجارة قناة السويس بالإسماعيلية,320.483334
سياحه وفنادق الاقصر,319.8
تجارة دمياط,318.433334
تمريض الإسكندرية,313.923334
تجارة سوهاج,312.898334
تربية حلوان,312.42
تربية (تعليم ابتدائي) العريش,311.524074
تجارة انتساب موجه مدينة السادات,310.806451
تمريض القاهرة,310.78
تجارة انتساب موجه المنصورة,310.37
تجارة انتساب موجه دمياط,307.5
العالي للحاسب ونظم المعلومات ش نظم تجمع خامس,304.788709
سياحة وفنادق الإسكندرية,304.425
تجارة بور سعيد,303.995161
العالي للعلوم الإداريه 6 اكتوبر,303.946666
مصر العالي شعبة نظم معلومات إدارية المنصورة,301.418334
تجارة دمنهور,298.82
ك.ت. فني للبصريات ابو الريش السيدة زينب,295.93
العالى للعلوم الادارية بلقاس دقهلية,292.77037
تجارة انتساب موجه السويس,292.261666
حقوق القاهرة,290.306451
تربية طنطا,289.391666
معهد فني صحى اسيوط,284.95
تجارة انتساب موجه طنطا,282.106451
